"IC50_SP_R","IC50_SP","Age","Number_round","Coverage_reduction","Coverage","eir","Access","half_life_long","Dosage_long","seed","seasonality","scenario_name","Indicator","Indicator_1","Input_EIR","Simulated_EIR","time_eir","time_eir_2","Liste","time_0.1"
10,2.39,5,4,0.1,0.75,"50","0.05",15,30,1,"sesonality2","scenario_74_1.txt",0.0263634321044033,0.0265458791315064,60.3384512273598,48.7144676425445,8.2236842105263,8.30946271929825,2161,29.0498333192305
15,2.39,5,4,0.1,0.75,"50","0.05",15,30,1,"sesonality2","scenario_75_1.txt",0.0219072391856364,0.02172852556832,60.3384512273598,48.7144676425445,8.2236842105263,8.30946271929825,2194,34.9589148073894
21,2.39,5,4,0.1,0.75,"50","0.05",15,30,1,"sesonality2","scenario_76_1.txt",0.00929403928064805,0.0089546155927721,60.3384512273598,48.7144676425445,8.2236842105263,8.30946271929825,2227,82.4026330457217
25,2.39,5,4,0.1,0.75,"50","0.05",15,30,1,"sesonality2","scenario_77_1.txt",0.00640794663719296,0.00616837266427982,60.3384512273598,48.7144676425445,8.2236842105263,8.30946271929825,2260,119.516180723261
5,2.39,5,4,0.1,0.95,"50","0.05",15,30,1,"sesonality2","scenario_97_1.txt",0.0445486404373473,0.0446089858561457,60.3384512273598,48.7144676425445,8.2236842105263,8.30946271929825,2926,17.1913957606148
10,2.39,5,4,0.1,0.95,"50","0.05",15,30,1,"sesonality2","scenario_98_1.txt",0.0304286235895201,0.0305392225640844,60.3384512273598,48.7144676425445,8.2236842105263,8.30946271929825,2959,25.1688449233547
15,2.39,5,4,0.1,0.95,"50","0.05",15,30,1,"sesonality2","scenario_99_1.txt",0.0271366133656994,0.0271357165953105,60.3384512273598,48.7144676425445,8.2236842105263,8.30946271929825,2992,28.2221402514361
21,2.39,5,4,0.1,0.95,"50","0.05",15,30,1,"sesonality2","scenario_100_1.txt",0.0150045852033092,0.0151339627924307,60.3384512273598,48.7144676425445,8.2236842105263,8.30946271929825,7,51.0412849124852
25,2.39,5,4,0.1,0.95,"50","0.05",15,30,1,"sesonality2","scenario_101_1.txt",0.0112852522765039,0.0112248504678565,60.3384512273598,48.7144676425445,8.2236842105263,8.30946271929825,37,67.8631978790838
5,2.39,5,4,0.1,0.75,"100","0.05",15,30,1,"sesonality2","scenario_145_1.txt",0.0351435457308101,0.0353455386842665,114.523966953488,100.084925981669,8.2236842105263,8.30946271929825,181,21.7921468204145
10,2.39,5,4,0.1,0.75,"100","0.05",15,30,1,"sesonality2","scenario_146_1.txt",0.0232467368242555,0.0229561653768175,114.523966953488,100.084925981669,8.2236842105263,8.30946271929825,184,32.9445510630412
15,2.39,5,4,0.1,0.75,"100","0.05",15,30,1,"sesonality2","scenario_147_1.txt",0.0231380529807418,0.0232180652852768,114.523966953488,100.084925981669,8.2236842105263,8.30946271929825,187,33.0992978965515
21,2.39,5,4,0.1,0.75,"100","0.05",15,30,1,"sesonality2","scenario_148_1.txt",0.0117719651321337,0.0122687285626873,114.523966953488,100.084925981669,8.2236842105263,8.30946271929825,190,65.0573884444518
25,2.39,5,4,0.1,0.75,"100","0.05",15,30,1,"sesonality2","scenario_149_1.txt",0.00669587490220792,0.00697784340252124,114.523966953488,100.084925981669,8.2236842105263,8.30946271929825,193,114.376884207205
5,2.39,5,4,0.1,0.95,"100","0.05",15,30,1,"sesonality2","scenario_169_1.txt",0.0459379987645058,0.0460563450790099,114.523966953488,100.084925981669,8.2236842105263,8.30946271929825,259,16.6714556348394
10,2.39,5,4,0.1,0.95,"100","0.05",15,30,1,"sesonality2","scenario_170_1.txt",0.0353198391700153,0.0353972648286938,114.523966953488,100.084925981669,8.2236842105263,8.30946271929825,265,21.6833747364834
15,2.39,5,4,0.1,0.95,"100","0.05",15,30,1,"sesonality2","scenario_171_1.txt",0.0319283184032481,0.0318938544592236,114.523966953488,100.084925981669,8.2236842105263,8.30946271929825,268,23.9866471726821
21,2.39,5,4,0.1,0.95,"100","0.05",15,30,1,"sesonality2","scenario_172_1.txt",0.0168085288102335,0.0171995347719669,114.523966953488,100.084925981669,8.2236842105263,8.30946271929825,271,45.5633754150745
25,2.39,5,4,0.1,0.95,"100","0.05",15,30,1,"sesonality2","scenario_173_1.txt",0.0111921303136019,0.0113790774612262,114.523966953488,100.084925981669,8.2236842105263,8.30946271929825,274,68.4278405358644
5,2.39,5,4,0.1,0.75,"150","0.05",15,30,1,"sesonality2","scenario_217_1.txt",0.0393568461578043,0.0393584538373093,164.972398912449,149.685990747606,8.2236842105263,8.30946271929825,421,19.4592144219335
10,2.39,5,4,0.1,0.75,"150","0.05",15,30,1,"sesonality2","scenario_218_1.txt",0.0304430328444268,0.0307179894638827,164.972398912449,149.685990747606,8.2236842105263,8.30946271929825,424,25.1569320399025
15,2.39,5,4,0.1,0.75,"150","0.05",15,30,1,"sesonality2","scenario_219_1.txt",0.0274003240938895,0.0277864158646119,164.972398912449,149.685990747606,8.2236842105263,8.30946271929825,427,27.9505200643432
21,2.39,5,4,0.1,0.75,"150","0.05",15,30,1,"sesonality2","scenario_220_1.txt",0.0141598647154355,0.0143182545948905,164.972398912449,149.685990747606,8.2236842105263,8.30946271929825,433,54.0862023576339
25,2.39,5,4,0.1,0.75,"150","0.05",15,30,1,"sesonality2","scenario_221_1.txt",0.00810927446669152,0.00818480993926306,164.972398912449,149.685990747606,8.2236842105263,8.30946271929825,436,94.4416558474464
5,2.39,5,4,0.1,0.95,"150","0.05",15,30,1,"sesonality2","scenario_241_1.txt",0.0502724817613285,0.0504244045770232,164.972398912449,149.685990747606,8.2236842105263,8.30946271929825,502,15.2340461724507
10,2.39,5,4,0.1,0.95,"150","0.05",15,30,1,"sesonality2","scenario_242_1.txt",0.0373328974535803,0.0375919650215961,164.972398912449,149.685990747606,8.2236842105263,8.30946271929825,505,20.5141674124819
15,2.39,5,4,0.1,0.95,"150","0.05",15,30,1,"sesonality2","scenario_243_1.txt",0.0348395166818796,0.0349442746794839,164.972398912449,149.685990747606,8.2236842105263,8.30946271929825,508,21.9823172447766
21,2.39,5,4,0.1,0.95,"150","0.05",15,30,1,"sesonality2","scenario_244_1.txt",0.0159142686169807,0.0158286504203961,164.972398912449,149.685990747606,8.2236842105263,8.30946271929825,511,48.1236886713469
25,2.39,5,4,0.1,0.95,"150","0.05",15,30,1,"sesonality2","scenario_245_1.txt",0.0111513022814603,0.0113029927864021,164.972398912449,149.685990747606,8.2236842105263,8.30946271929825,514,68.6783739715353
5,2.39,5,4,0.1,0.75,"25","0.1",15,30,1,"sesonality2","scenario_289_1.txt",0.0277768789007351,0.0272640300068265,31.6981634582763,26.6872592406293,8.38815789473686,8.30946271929825,658,27.5716113063911
10,2.39,5,4,0.1,0.75,"25","0.1",15,30,1,"sesonality2","scenario_290_1.txt",0.0195927387410951,0.0193399734088577,31.6981634582763,26.6872592406293,8.38815789473686,8.30946271929825,664,39.0886296436656
15,2.39,5,4,0.1,0.75,"25","0.1",15,30,1,"sesonality2","scenario_291_1.txt",0.0159500661335193,0.0158386921051948,31.6981634582763,26.6872592406293,8.38815789473686,8.30946271929825,667,48.0156823140885
21,2.39,5,4,0.1,0.75,"25","0.1",15,30,1,"sesonality2","scenario_292_1.txt",0.010993953793301,0.0107732547306832,31.6981634582763,26.6872592406293,8.38815789473686,8.30946271929825,670,69.6613177347012
25,2.39,5,4,0.1,0.75,"25","0.1",15,30,1,"sesonality2","scenario_293_1.txt",0.00635141293434652,0.00601684978122806,31.6981634582763,26.6872592406293,8.38815789473686,8.30946271929825,673,120.579990038793
5,2.39,5,4,0.1,0.95,"25","0.1",15,30,1,"sesonality2","scenario_313_1.txt",0.0354054563746616,0.0355026260216365,31.6981634582763,26.6872592406293,8.38815789473686,8.30946271929825,742,21.6309401650266
10,2.39,5,4,0.1,0.95,"25","0.1",15,30,1,"sesonality2","scenario_314_1.txt",0.021043692593746,0.0203408325952338,31.6981634582763,26.6872592406293,8.38815789473686,8.30946271929825,745,36.3934848859829
15,2.39,5,4,0.1,0.95,"25","0.1",15,30,1,"sesonality2","scenario_315_1.txt",0.0198894711091059,0.019468393053218,31.6981634582763,26.6872592406293,8.38815789473686,8.30946271929825,748,38.5054637277478
21,2.39,5,4,0.1,0.95,"25","0.1",15,30,1,"sesonality2","scenario_316_1.txt",0.012956938482172,0.0128555822181683,31.6981634582763,26.6872592406293,8.38815789473686,8.30946271929825,751,59.1075823513043
25,2.39,5,4,0.1,0.95,"25","0.1",15,30,1,"sesonality2","scenario_317_1.txt",0.00861367356963581,0.00851363951442419,31.6981634582763,26.6872592406293,8.38815789473686,8.30946271929825,754,88.9113456836217
5,2.39,5,4,0.1,0.75,"50","0.1",15,30,1,"sesonality2","scenario_325_1.txt",0.0286433813457378,0.0285308288500943,61.5226800461012,49.2370817128591,8.2236842105263,8.30946271929825,781,26.7375314077479
10,2.39,5,4,0.1,0.75,"50","0.1",15,30,1,"sesonality2","scenario_326_1.txt",0.0222228601800069,0.022218064522411,61.5226800461012,49.2370817128591,8.2236842105263,8.30946271929825,784,34.4624095256998
15,2.39,5,4,0.1,0.75,"50","0.1",15,30,1,"sesonality2","scenario_327_1.txt",0.0174279770882287,0.0176316453939467,61.5226800461012,49.2370817128591,8.2236842105263,8.30946271929825,787,43.9439014911858
21,2.39,5,4,0.1,0.75,"50","0.1",15,30,1,"sesonality2","scenario_328_1.txt",0.00851129504477582,0.00863142459698371,61.5226800461012,49.2370817128591,8.2236842105263,8.30946271929825,790,89.980820113367
25,2.39,5,4,0.1,0.75,"50","0.1",15,30,1,"sesonality2","scenario_329_1.txt",0.00149946078278825,0.00128911916189605,61.5226800461012,49.2370817128591,8.2236842105263,8.30946271929825,793,200
5,2.39,5,4,0.1,0.95,"50","0.1",15,30,1,"sesonality2","scenario_349_1.txt",0.0396833640471086,0.0396270373321507,61.5226800461012,49.2370817128591,8.2236842105263,8.30946271929825,859,19.2991024512592
10,2.39,5,4,0.1,0.95,"50","0.1",15,30,1,"sesonality2","scenario_350_1.txt",0.0307673894409396,0.0310058783654642,61.5226800461012,49.2370817128591,8.2236842105263,8.30946271929825,865,24.8917221211075
15,2.39,5,4,0.1,0.95,"50","0.1",15,30,1,"sesonality2","scenario_351_1.txt",0.0236763631850836,0.0237787041373552,61.5226800461012,49.2370817128591,8.2236842105263,8.30946271929825,868,32.3467460930935
21,2.39,5,4,0.1,0.95,"50","0.1",15,30,1,"sesonality2","scenario_352_1.txt",0.0126766867848624,0.0126330476134636,61.5226800461012,49.2370817128591,8.2236842105263,8.30946271929825,871,60.4143118271481
25,2.39,5,4,0.1,0.95,"50","0.1",15,30,1,"sesonality2","scenario_353_1.txt",0.00737896052370566,0.00737037760939786,61.5226800461012,49.2370817128591,8.2236842105263,8.30946271929825,874,103.78877971977
5,2.39,5,4,0.1,0.75,"100","0.1",15,30,1,"sesonality2","scenario_397_1.txt",0.0353432041582332,0.0356015391140686,113.950081897401,99.3896425647059,8.2236842105263,8.30946271929825,1018,21.6690401053341
10,2.39,5,4,0.1,0.75,"100","0.1",15,30,1,"sesonality2","scenario_398_1.txt",0.025386973517285,0.0252095846598778,113.950081897401,99.3896425647059,8.2236842105263,8.30946271929825,1021,30.1671763999094
15,2.39,5,4,0.1,0.75,"100","0.1",15,30,1,"sesonality2","scenario_399_1.txt",0.0227927560010864,0.022897059442232,113.950081897401,99.3896425647059,8.2236842105263,8.30946271929825,1024,33.6007329837279
21,2.39,5,4,0.1,0.75,"100","0.1",15,30,1,"sesonality2","scenario_400_1.txt",0.012155455999582,0.012311703498365,113.950081897401,99.3896425647059,8.2236842105263,8.30946271929825,1033,63.0049015341013
25,2.39,5,4,0.1,0.75,"100","0.1",15,30,1,"sesonality2","scenario_401_1.txt",0.00560979192195253,0.00578103208683787,113.950081897401,99.3896425647059,8.2236842105263,8.30946271929825,1036,136.520804873134
5,2.39,5,4,0.1,0.95,"100","0.1",15,30,1,"sesonality2","scenario_421_1.txt",0.0441207372644938,0.0439962512002739,113.950081897401,99.3896425647059,8.2236842105263,8.30946271929825,1102,17.358125812011
10,2.39,5,4,0.1,0.95,"100","0.1",15,30,1,"sesonality2","scenario_422_1.txt",0.0328180831949797,0.0327523456143942,113.950081897401,99.3896425647059,8.2236842105263,8.30946271929825,1105,23.3363205220017
15,2.39,5,4,0.1,0.95,"100","0.1",15,30,1,"sesonality2","scenario_423_1.txt",0.0310773197674316,0.0310863914987265,113.950081897401,99.3896425647059,8.2236842105263,8.30946271929825,1108,24.6434800068687
21,2.39,5,4,0.1,0.95,"100","0.1",15,30,1,"sesonality2","scenario_424_1.txt",0.0160992542830789,0.0160110472801256,113.950081897401,99.3896425647059,8.2236842105263,8.30946271929825,1111,47.5707318419533
25,2.39,5,4,0.1,0.95,"100","0.1",15,30,1,"sesonality2","scenario_425_1.txt",0.0117558412080345,0.0120992342283423,113.950081897401,99.3896425647059,8.2236842105263,8.30946271929825,1114,65.1466190128822
5,2.39,5,4,0.1,0.75,"150","0.1",15,30,1,"sesonality2","scenario_469_1.txt",0.0364202873292277,0.0365351232753717,164.658825165527,150.27992603762,8.2236842105263,8.30946271929825,1258,21.02820610482
10,2.39,5,4,0.1,0.75,"150","0.1",15,30,1,"sesonality2","scenario_470_1.txt",0.0306985178113212,0.0311254979190128,164.658825165527,150.27992603762,8.2236842105263,8.30946271929825,1264,24.9475662982442
15,2.39,5,4,0.1,0.75,"150","0.1",15,30,1,"sesonality2","scenario_471_1.txt",0.0253867533848906,0.025646566466163,164.658825165527,150.27992603762,8.2236842105263,8.30946271929825,1267,30.1674379840778
21,2.39,5,4,0.1,0.75,"150","0.1",15,30,1,"sesonality2","scenario_472_1.txt",0.0110432917907573,0.0109840809666005,164.658825165527,150.27992603762,8.2236842105263,8.30946271929825,1270,69.3500926052454
25,2.39,5,4,0.1,0.75,"150","0.1",15,30,1,"sesonality2","scenario_473_1.txt",0.00837366487605387,0.00845261760844598,164.658825165527,150.27992603762,8.2236842105263,8.30946271929825,1273,91.4597514579157
5,2.39,5,4,0.1,0.95,"150","0.1",15,30,1,"sesonality2","scenario_493_1.txt",0.046578549727934,0.0466145801387278,164.658825165527,150.27992603762,8.2236842105263,8.30946271929825,1339,16.4421887935353
10,2.39,5,4,0.1,0.95,"150","0.1",15,30,1,"sesonality2","scenario_494_1.txt",0.0378977711596737,0.0379398370848624,164.658825165527,150.27992603762,8.2236842105263,8.30946271929825,1342,20.2083997269659
15,2.39,5,4,0.1,0.95,"150","0.1",15,30,1,"sesonality2","scenario_495_1.txt",0.0316082778122878,0.031682462248642,164.658825165527,150.27992603762,8.2236842105263,8.30946271929825,1345,24.2295171190263
21,2.39,5,4,0.1,0.95,"150","0.1",15,30,1,"sesonality2","scenario_496_1.txt",0.0129977553727183,0.0130198074119081,164.658825165527,150.27992603762,8.2236842105263,8.30946271929825,1348,58.9219666315044
25,2.39,5,4,0.1,0.95,"150","0.1",15,30,1,"sesonality2","scenario_497_1.txt",0.010836301690049,0.0109222303393088,164.658825165527,150.27992603762,8.2236842105263,8.30946271929825,1351,70.6747864964898
5,2.39,5,4,0.1,0.75,"25","0.2",15,30,1,"sesonality2","scenario_541_1.txt",0.0198802737336727,0.0201447917576121,31.7652127998632,22.3181381679891,8.38815789473686,8.30946271929825,1501,38.5232778288451
10,2.39,5,4,0.1,0.75,"25","0.2",15,30,1,"sesonality2","scenario_542_1.txt",0.014876156870788,0.0150302961865816,31.7652127998632,22.3181381679891,8.38815789473686,8.30946271929825,1504,51.4819328007797
15,2.39,5,4,0.1,0.75,"25","0.2",15,30,1,"sesonality2","scenario_543_1.txt",0.0109690421708836,0.011013654680859,31.7652127998632,22.3181381679891,8.38815789473686,8.30946271929825,1507,69.8195244785053
21,2.39,5,4,0.1,0.75,"25","0.2",15,30,1,"sesonality2","scenario_544_1.txt",0.00542200780058841,0.00592284727029935,31.7652127998632,22.3181381679891,8.38815789473686,8.30946271929825,1510,141.249023705324
25,2.39,5,4,0.1,0.75,"25","0.2",15,30,1,"sesonality2","scenario_545_1.txt",0.00252928823102188,0.00279849864813258,31.7652127998632,22.3181381679891,8.38815789473686,8.30946271929825,1513,200
5,2.39,5,4,0.1,0.95,"25","0.2",15,30,1,"sesonality2","scenario_565_1.txt",0.0285220647644561,0.0289974180759357,31.7652127998632,22.3181381679891,8.38815789473686,8.30946271929825,1579,26.8512576028564
10,2.39,5,4,0.1,0.95,"25","0.2",15,30,1,"sesonality2","scenario_566_1.txt",0.0187027547900375,0.0189350308358171,31.7652127998632,22.3181381679891,8.38815789473686,8.30946271929825,1582,40.948690016709
15,2.39,5,4,0.1,0.95,"25","0.2",15,30,1,"sesonality2","scenario_567_1.txt",0.0133191016200852,0.0134931273666298,31.7652127998632,22.3181381679891,8.38815789473686,8.30946271929825,1585,57.5003727879708
21,2.39,5,4,0.1,0.95,"25","0.2",15,30,1,"sesonality2","scenario_568_1.txt",0.00680593805905256,0.00734665022559917,31.7652127998632,22.3181381679891,8.38815789473686,8.30946271929825,1588,112.527222803197
25,2.39,5,4,0.1,0.95,"25","0.2",15,30,1,"sesonality2","scenario_569_1.txt",0.00304398158394458,0.00335173647448766,31.7652127998632,22.3181381679891,8.38815789473686,8.30946271929825,1591,200
5,2.39,5,4,0.1,0.75,"50","0.2",15,30,1,"sesonality2","scenario_577_1.txt",0.0315424576588114,0.0311251549605646,62.1544199389877,49.6373121619699,8.38815789473686,8.30946271929825,1618,24.2800772419147
10,2.39,5,4,0.1,0.75,"50","0.2",15,30,1,"sesonality2","scenario_578_1.txt",0.0263810537528062,0.0266470910187976,62.1544199389877,49.6373121619699,8.38815789473686,8.30946271929825,1621,29.0304290166688
15,2.39,5,4,0.1,0.75,"50","0.2",15,30,1,"sesonality2","scenario_579_1.txt",0.0223714014451673,0.0226746862872549,62.1544199389877,49.6373121619699,8.38815789473686,8.30946271929825,1624,34.2335865829812
21,2.39,5,4,0.1,0.75,"50","0.2",15,30,1,"sesonality2","scenario_580_1.txt",0.00843053253362538,0.0084115428152764,62.1544199389877,49.6373121619699,8.38815789473686,8.30946271929825,1630,90.8428151248027
25,2.39,5,4,0.1,0.75,"50","0.2",15,30,1,"sesonality2","scenario_581_1.txt",0.00720791834694532,0.00720251243696293,62.1544199389877,49.6373121619699,8.38815789473686,8.30946271929825,1633,106.251662614953
5,2.39,5,4,0.1,0.95,"50","0.2",15,30,1,"sesonality2","scenario_601_1.txt",0.0374526795242274,0.0380561906409889,62.1544199389877,49.6373121619699,8.38815789473686,8.30946271929825,1702,20.4485585032801
10,2.39,5,4,0.1,0.95,"50","0.2",15,30,1,"sesonality2","scenario_602_1.txt",0.0326086192573969,0.0331775599448247,62.1544199389877,49.6373121619699,8.38815789473686,8.30946271929825,1705,23.4862231458034
15,2.39,5,4,0.1,0.95,"50","0.2",15,30,1,"sesonality2","scenario_603_1.txt",0.0275491465899433,0.0277193975352086,62.1544199389877,49.6373121619699,8.38815789473686,8.30946271929825,1708,27.799529319552
21,2.39,5,4,0.1,0.95,"50","0.2",15,30,1,"sesonality2","scenario_604_1.txt",0.0126192259887777,0.0127058713159506,62.1544199389877,49.6373121619699,8.38815789473686,8.30946271929825,1711,60.6894043293019
25,2.39,5,4,0.1,0.95,"50","0.2",15,30,1,"sesonality2","scenario_605_1.txt",0.00842451094436728,0.00830736953033735,62.1544199389877,49.6373121619699,8.38815789473686,8.30946271929825,1714,90.9077468607033
5,2.39,5,4,0.1,0.75,"100","0.2",15,30,1,"sesonality2","scenario_649_1.txt",0.0320516360234181,0.0320221619189801,114.83848251026,100.163763874555,8.2236842105263,8.30946271929825,1858,23.8943593330526
10,2.39,5,4,0.1,0.75,"100","0.2",15,30,1,"sesonality2","scenario_650_1.txt",0.0230196128427423,0.0223902593457422,114.83848251026,100.163763874555,8.2236842105263,8.30946271929825,1864,33.2695998663255
15,2.39,5,4,0.1,0.75,"100","0.2",15,30,1,"sesonality2","scenario_651_1.txt",0.0192693733766641,0.0188435944028254,114.83848251026,100.163763874555,8.2236842105263,8.30946271929825,1867,39.7445881288097
21,2.39,5,4,0.1,0.75,"100","0.2",15,30,1,"sesonality2","scenario_652_1.txt",0.0111251593217608,0.0108847746096387,114.83848251026,100.163763874555,8.2236842105263,8.30946271929825,1870,68.8397609603448
25,2.39,5,4,0.1,0.75,"100","0.2",15,30,1,"sesonality2","scenario_653_1.txt",0.00755201813532835,0.00716256364346143,114.83848251026,100.163763874555,8.2236842105263,8.30946271929825,1873,101.410417008018
5,2.39,5,4,0.1,0.95,"100","0.2",15,30,1,"sesonality2","scenario_673_1.txt",0.037968955560908,0.0378755036213175,114.83848251026,100.163763874555,8.2236842105263,8.30946271929825,1939,20.1705129109285
10,2.39,5,4,0.1,0.95,"100","0.2",15,30,1,"sesonality2","scenario_674_1.txt",0.0310400550493534,0.0302431538965041,114.83848251026,100.163763874555,8.2236842105263,8.30946271929825,1942,24.6730654033334
15,2.39,5,4,0.1,0.95,"100","0.2",15,30,1,"sesonality2","scenario_675_1.txt",0.0276784743228457,0.0270697774323952,114.83848251026,100.163763874555,8.2236842105263,8.30946271929825,1945,27.669635956908
21,2.39,5,4,0.1,0.95,"100","0.2",15,30,1,"sesonality2","scenario_676_1.txt",0.0141471814897646,0.0138562762831986,114.83848251026,100.163763874555,8.2236842105263,8.30946271929825,1948,54.1346916988274
25,2.39,5,4,0.1,0.95,"100","0.2",15,30,1,"sesonality2","scenario_677_1.txt",0.010213803642298,0.0098415765049511,114.83848251026,100.163763874555,8.2236842105263,8.30946271929825,1951,74.9821844218904
5,2.39,5,4,0.1,0.75,"150","0.2",15,30,1,"sesonality2","scenario_721_1.txt",0.0373018321601667,0.0370631252644019,163.483088563611,149.348070691792,8.2236842105263,8.30946271929825,2101,20.5312517912617
10,2.39,5,4,0.1,0.75,"150","0.2",15,30,1,"sesonality2","scenario_722_1.txt",0.0264761970379585,0.0261959257311331,163.483088563611,149.348070691792,8.2236842105263,8.30946271929825,2104,28.9261069955694
15,2.39,5,4,0.1,0.75,"150","0.2",15,30,1,"sesonality2","scenario_723_1.txt",0.0216165191030231,0.0213758379294358,163.483088563611,149.348070691792,8.2236842105263,8.30946271929825,2107,35.4290764718293
21,2.39,5,4,0.1,0.75,"150","0.2",15,30,1,"sesonality2","scenario_724_1.txt",0.0130859952580522,0.0127439007386437,163.483088563611,149.348070691792,8.2236842105263,8.30946271929825,2110,58.524651220893
25,2.39,5,4,0.1,0.75,"150","0.2",15,30,1,"sesonality2","scenario_725_1.txt",0.0100917988620929,0.0098620620184104,163.483088563611,149.348070691792,8.2236842105263,8.30946271929825,2113,75.888681375972
5,2.39,5,4,0.1,0.95,"150","0.2",15,30,1,"sesonality2","scenario_745_1.txt",0.0465353505718948,0.0462035375329017,163.483088563611,149.348070691792,8.2236842105263,8.30946271929825,2179,16.4574522152264
10,2.39,5,4,0.1,0.95,"150","0.2",15,30,1,"sesonality2","scenario_746_1.txt",0.0365764617957517,0.0362015128780667,163.483088563611,149.348070691792,8.2236842105263,8.30946271929825,2182,20.9384197036991
15,2.39,5,4,0.1,0.95,"150","0.2",15,30,1,"sesonality2","scenario_747_1.txt",0.0323325164721903,0.0320487266699156,163.483088563611,149.348070691792,8.2236842105263,8.30946271929825,2185,23.6867832113992
21,2.39,5,4,0.1,0.95,"150","0.2",15,30,1,"sesonality2","scenario_748_1.txt",0.0161545550936459,0.0160578358328539,163.483088563611,149.348070691792,8.2236842105263,8.30946271929825,2188,47.4078861297145
25,2.39,5,4,0.1,0.95,"150","0.2",15,30,1,"sesonality2","scenario_749_1.txt",0.0100194856030798,0.00992484381301629,163.483088563611,149.348070691792,8.2236842105263,8.30946271929825,2191,76.4363899200929
5,2.39,5,4,0.1,0.75,"25","0.4",15,30,1,"sesonality2","scenario_793_1.txt",0.0233432571049308,0.0232891011853245,34.013140976197,23.4768315567715,8.38815789473686,8.30946271929825,2338,32.8083311130559
10,2.39,5,4,0.1,0.75,"25","0.4",15,30,1,"sesonality2","scenario_794_1.txt",0.0236333087052425,0.0242476261274026,34.013140976197,23.4768315567715,8.38815789473686,8.30946271929825,2341,32.4056744617345
15,2.39,5,4,0.1,0.75,"25","0.4",15,30,1,"sesonality2","scenario_795_1.txt",0.0192585480330982,0.0196701066071287,34.013140976197,23.4768315567715,8.38815789473686,8.30946271929825,2344,39.7669287964779
21,2.39,5,4,0.1,0.75,"25","0.4",15,30,1,"sesonality2","scenario_796_1.txt",0.0129740294345188,0.0132479666788663,34.013140976197,23.4768315567715,8.38815789473686,8.30946271929825,2347,59.0297187331894
25,2.39,5,4,0.1,0.75,"25","0.4",15,30,1,"sesonality2","scenario_797_1.txt",0.00885342643005922,0.00915219214003918,34.013140976197,23.4768315567715,8.38815789473686,8.30946271929825,2350,86.5036056272557
5,2.39,5,4,0.1,0.95,"25","0.4",15,30,1,"sesonality2","scenario_817_1.txt",0.0296349004939741,0.0298832864845359,34.013140976197,23.4768315567715,8.38815789473686,8.30946271929825,2419,25.8429519110919
10,2.39,5,4,0.1,0.95,"25","0.4",15,30,1,"sesonality2","scenario_818_1.txt",0.0191070833599192,0.0188217215248563,34.013140976197,23.4768315567715,8.38815789473686,8.30946271929825,2422,40.0821671172635
15,2.39,5,4,0.1,0.95,"25","0.4",15,30,1,"sesonality2","scenario_819_1.txt",0.0236730313734946,0.0237812115099113,34.013140976197,23.4768315567715,8.38815789473686,8.30946271929825,2425,32.3512986686297
21,2.39,5,4,0.1,0.95,"25","0.4",15,30,1,"sesonality2","scenario_820_1.txt",0.0167409842042419,0.0172486121871296,34.013140976197,23.4768315567715,8.38815789473686,8.30946271929825,2431,45.7472093045587
25,2.39,5,4,0.1,0.95,"25","0.4",15,30,1,"sesonality2","scenario_821_1.txt",0.00980605527918996,0.0101903789102522,34.013140976197,23.4768315567715,8.38815789473686,8.30946271929825,2434,78.1000398785259
5,2.39,5,4,0.1,0.75,"50","0.4",15,30,1,"sesonality2","scenario_829_1.txt",0.0236605754489165,0.0236778732675044,62.6099015815321,49.8244143675787,8.38815789473686,8.30946271929825,2458,32.36832975636
10,2.39,5,4,0.1,0.75,"50","0.4",15,30,1,"sesonality2","scenario_830_1.txt",0.0203293060696531,0.0207011086437044,62.6099015815321,49.8244143675787,8.38815789473686,8.30946271929825,2464,37.6723782765514
15,2.39,5,4,0.1,0.75,"50","0.4",15,30,1,"sesonality2","scenario_831_1.txt",0.0171475826261493,0.0176156945587473,62.6099015815321,49.8244143675787,8.38815789473686,8.30946271929825,2467,44.6624649697196
21,2.39,5,4,0.1,0.75,"50","0.4",15,30,1,"sesonality2","scenario_832_1.txt",0.0109975322616942,0.011517146705395,62.6099015815321,49.8244143675787,8.38815789473686,8.30946271929825,2470,69.6386507565274
25,2.39,5,4,0.1,0.75,"50","0.4",15,30,1,"sesonality2","scenario_833_1.txt",0.00881858552562629,0.00925489491185731,62.6099015815321,49.8244143675787,8.38815789473686,8.30946271929825,2473,86.8453683564377
5,2.39,5,4,0.1,0.95,"50","0.4",15,30,1,"sesonality2","scenario_853_1.txt",0.0301155189478247,0.0303479435082954,62.6099015815321,49.8244143675787,8.38815789473686,8.30946271929825,2539,25.4305200479065
10,2.39,5,4,0.1,0.95,"50","0.4",15,30,1,"sesonality2","scenario_854_1.txt",0.0273694668162813,0.0277848931625689,62.6099015815321,49.8244143675787,8.38815789473686,8.30946271929825,2542,27.9820324413547
15,2.39,5,4,0.1,0.95,"50","0.4",15,30,1,"sesonality2","scenario_855_1.txt",0.0242035610378986,0.0245154566487814,62.6099015815321,49.8244143675787,8.38815789473686,8.30946271929825,2545,31.6421747674473
21,2.39,5,4,0.1,0.95,"50","0.4",15,30,1,"sesonality2","scenario_856_1.txt",0.0152026970716978,0.015526280468304,62.6099015815321,49.8244143675787,8.38815789473686,8.30946271929825,2548,50.376147386474
