"Test_True","Test_predicted","iteration","seasonality","IC50_SP_R","IC50_SP","Age","Coverage_reduction","Number_round"
0.0163103770435297,0.0171264964813221,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0182887770582413,0.0189989312084295,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0168221315639365,0.017253190258974,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0101146688935991,0.00888405137226786,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0210469968959914,0.0202895252350925,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0161723727204996,0.017406776540133,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0167683742348089,0.0155562266625957,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0188150970226786,0.0195268816630166,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0155157908815135,0.0145196556806071,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0188186104386703,0.0173344046936175,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.015565989148807,0.015140840737276,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0139923618343853,0.0147852579011224,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0162667611623857,0.0167282391292582,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0184214584464146,0.0171468737886948,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0232518143335245,0.0220946318863642,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0162021320737134,0.0164071396942594,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0228263482733059,0.0210635282742702,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0140518373550123,0.0142550789669815,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00621605524176082,0.00800790983508923,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0202781818902721,0.0218362382338041,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0190543187676786,0.0189374974440043,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0149859725290664,0.0136537108701764,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0229421345432022,0.0219768542449889,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0164218920279737,0.0152648376873302,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00819308846845901,0.00804092538356508,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00606829405584451,0.00716074765294624,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00949676000917737,0.00732139063741144,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0081793196777521,0.00690707399348156,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00506878051207207,0.0076782923316638,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00739336504697978,0.00610852540060485,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00820452749671176,0.0081092591489769,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00680832771336328,0.00643710943129304,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0168156300450674,0.01745018895439,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00936373327485986,0.00831420085965671,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00802907878965094,0.00696151181368137,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00763633782716467,0.00756855649325058,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0140426325031014,0.0132860755242844,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00566710071224272,0.00705849814241217,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00649558643654914,0.00764726564462592,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0112674949928202,0.00958218208438104,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.013420401098426,0.0143100866041439,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00881297542749656,0.0086288553601305,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0109195482179042,0.00821803452083554,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00776894387350286,0.00782054550692532,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00697090727490652,0.0074387796035846,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00705829010833965,0.00673162380555118,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00582781459189899,0.00713417029059744,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0114618869133678,0.00928278402707705,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00804251780642593,0.00937443878772702,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00871584223181276,0.0086534633707557,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0119945646869123,0.010491921655047,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0105843282563923,0.00920091955033988,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0061295470054577,0.00571547696482868,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00478206463179218,0.00604134629952663,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00679575204367618,0.00765761198253372,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00737471938820066,0.0074232548567242,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00915515963927764,0.00735837962655092,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00854903026920468,0.00574830904683615,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0105408810699632,0.00990460331699967,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00951817031627222,0.00969031558191574,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0057215627302704,0.00637396219897908,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.0136318104162779,0.0129952980780664,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00747710293272891,0.00793810950614101,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00752810899270447,0.00701010832429902,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00715508012363272,0.00707413849479116,3,"sesonality2",24.2,2.39,"5","0.1","4"
0.00807774555441777,0.00801297826866058,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0146185274010397,0.0141325553280883,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0102154630025125,0.00852553625808331,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0206953615397487,0.0198514686160222,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0142263157821489,0.0145248991986356,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.00893735452213099,0.00788081652799546,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0154841017662666,0.0164869041940945,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0185807160925718,0.017523562015004,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0170098824348282,0.015769792645783,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.00802539444922273,0.00905326434937128,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0172386609381857,0.0180183973484527,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0145717469696864,0.0139986210568913,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.00193884087263071,0.00586270738426758,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0110585607992351,0.0127681041001587,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0168618600902065,0.0171934889367861,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0165935112052003,0.0171003097815054,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.00764722490201265,0.00773750767313526,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0114335134207526,0.0114024934583344,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0227673676072366,0.020889536329085,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0205231909354203,0.0186937895485366,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0184710014883136,0.0182701804939966,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0105396983110038,0.0127760347119844,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.00731873140397337,0.00651498355854895,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0209696833736003,0.0201689071651617,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0120218634633843,0.0115343752358998,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0160643299834556,0.016035757402182,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0146017244356037,0.0133078853354323,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.01164896609187,0.012647346262218,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0138242712855903,0.0149424833758157,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0140214401875168,0.0140418461887901,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0199876368839645,0.0177663751058555,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0151104246652532,0.0145998913632102,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0149567365006707,0.0139414345398873,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.00433244776042526,0.00585779332432696,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0165694818522683,0.0152333243588797,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0153059601902258,0.0159442816744372,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.00966883882603736,0.0116149857791661,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0124217752371256,0.0134957214845821,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0150284034363229,0.0124504823945145,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0114138320451637,0.0123401459076577,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.00977640837362801,0.00954762053423386,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.00810186565660729,0.00815935285473212,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.00697552463984326,0.00797289434798317,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.011889808598797,0.0127949958619462,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0112585398629321,0.0097995268897976,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.018346443579558,0.0165629269510577,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0204489960829674,0.0191394680942304,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.015415432540789,0.015581458957187,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.0149955066612564,0.0148393841703992,3,"sesonality3",24.2,2.39,"5","0.1","3"
0.00371498932565871,0.00649788151267449,3,"sesonality3",24.2,2.39,"5","0.1","3"
