"Survey","Host_2","Uncomp_2","MDAs_2"
1490,1559,2,0
1491,1559,3,0
1492,1559,4,0
1493,1559,5,0
1494,1559,8,0
1495,1559,4,0
1496,1560,13,0
1497,1560,9,0
1498,1560,14,0
1499,1560,20,0
1500,1560,25,0
1501,1560,26,0
1502,1560,21,0
1503,1560,45,0
1504,1560,41,0
1505,1560,52,0
1506,1560,54,0
1507,1560,58,0
1508,1560,43,0
1509,1560,63,0
1510,1559,52,0
1511,1559,76,0
1512,1560,75,0
1513,1560,79,0
1514,1559,88,0
1515,1560,74,0
1516,1560,78,0
1517,1559,75,0
1518,1559,60,0
1519,1559,75,0
1520,1559,69,0
1521,1559,68,0
1522,1559,58,0
1523,1559,60,0
1524,1559,50,0
1525,1559,44,0
1526,1560,50,0
1527,1559,46,0
1528,1559,47,0
1529,1559,47,0
1530,1559,23,0
1531,1559,31,0
1532,1559,24,0
1533,1559,22,0
1534,1560,25,0
1535,1560,24,0
1536,1560,21,0
1537,1560,18,0
1538,1560,13,0
1539,1560,14,0
1540,1560,10,0
1541,1560,7,0
1542,1560,7,0
1543,1560,9,0
1544,1560,7,0
1545,1560,12,0
1546,1560,5,0
1547,1561,2,0
1548,1561,8,0
1549,1560,3,0
1550,1559,1,0
1551,1559,4,0
1552,1559,5,0
1553,1559,2,0
1554,1560,4,0
1555,1560,7,0
1556,1560,5,0
1557,1560,3,0
1558,1561,4,0
1559,1560,2,0
1560,1561,5,0
1561,1561,3,0
1562,1561,5,0
1563,1560,4,0
1564,1562,4,0
1565,1561,5,0
1566,1562,10,0
1567,1561,12,0
1568,1560,6,0
1569,1561,4,0
1570,1560,12,0
1571,1559,13,0
1572,1559,16,0
1573,1559,12,0
1574,1559,20,0
1575,1559,34,0
1576,1559,28,0
1577,1559,38,0
1578,1559,46,0
1579,1559,44,0
1580,1560,52,0
1581,1561,62,0
1582,1561,55,0
1583,1561,67,0
1584,1562,68,0
1585,1562,78,0
1586,1563,69,0
1587,1562,75,0
1588,1562,57,0
1589,1562,75,0
1590,1561,83,0
1591,1561,65,0
1592,1561,54,0
1593,1560,85,0
1594,1560,64,0
1595,1559,44,0
1596,1560,60,0
1597,1561,49,0
1598,1561,42,0
1599,1562,50,0
1600,1561,39,0
1601,1561,34,0
1602,1561,37,0
1603,1561,37,0
1604,1561,30,0
1605,1561,23,0
1606,1561,24,0
1607,1561,22,0
1608,1561,16,0
1609,1561,14,0
1610,1561,13,0
1611,1561,19,0
1612,1560,16,0
1613,1561,9,0
1614,1562,10,0
1615,1562,6,0
1616,1562,11,0
1617,1561,7,0
1618,1561,9,0
1619,1560,2,0
1620,1559,7,0
1621,1559,6,0
1622,1559,5,0
1623,1559,7,0
1624,1559,3,0
1625,1559,2,0
1626,1559,2,0
1627,1559,6,0
1628,1561,5,0
1629,1560,5,0
1630,1560,1,0
1631,1559,1,0
1632,1561,3,0
1633,1561,1,0
1634,1561,5,0
1635,1561,0,0
1636,1561,3,0
1637,1560,5,0
1638,1561,7,0
1639,1561,4,0
1640,1562,2,0
1641,1562,6,0
1642,1562,9,0
1643,1562,4,0
1644,1562,20,0
1645,1561,11,0
1646,1561,27,0
1647,1561,22,0
1648,1560,23,0
1649,1561,29,0
1650,1561,32,0
1651,1560,25,0
1652,1560,44,0
1653,1561,56,0
1654,1561,62,0
1655,1560,68,0
1656,1560,52,0
1657,1559,66,0
1658,1559,68,0
1659,1559,66,0
1660,1559,63,0
1661,1559,71,0
1662,1562,76,0
1663,1561,60,0
1664,1561,61,0
1665,1562,70,0
1666,1562,54,0
1667,1561,68,0
1668,1560,56,0
1669,1560,55,0
1670,1560,53,0
1671,1562,46,0
1672,1562,46,0
1673,1561,60,0
1674,1562,40,0
1675,1561,36,0
1676,1561,30,0
1677,1561,27,0
1678,1561,29,0
1679,1559,21,0
1680,1559,25,0
1681,1559,19,0
1682,1559,21,0
1683,1559,15,0
1684,1560,12,0
1685,1560,12,0
1686,1561,9,0
1687,1561,6,0
1688,1561,10,0
1689,1561,6,0
1690,1560,8,0
1691,1560,4,0
1692,1561,4,0
1693,1560,6,0
1694,1559,6,0
1695,1560,3,0
1696,1559,3,0
1697,1559,1,0
1698,1560,3,0
1699,1560,2,0
1700,1560,4,0
1701,1560,2,0
1702,1560,2,0
1703,1560,3,0
1704,1560,3,0
1705,1560,0,0
1706,1560,2,0
1707,1560,4,0
1708,1559,0,0
1709,1559,1,0
1710,1559,5,0
1711,1559,6,0
1712,1559,8,0
1713,1560,6,0
1714,1559,3,0
1715,1559,3,0
1716,1559,9,0
1717,1559,15,0
1718,1559,10,0
1719,1559,17,0
1720,1560,23,0
1721,1561,23,0
1722,1561,28,0
1723,1561,32,0
1724,1562,34,0
1725,1562,48,0
1726,1561,50,0
1727,1562,48,0
1728,1562,49,0
1729,1563,61,0
1730,1563,59,0
1731,1562,72,0
1732,1563,77,0
1733,1563,83,0
1734,1563,60,0
1735,1562,72,0
1736,1562,70,0
1737,1563,77,0
1738,1562,61,0
1739,1561,54,0
1740,1561,63,0
1741,1561,59,0
1742,1561,39,0
1743,1561,51,0
1744,1560,53,0
1745,1560,53,0
1746,1561,36,0
1747,1560,31,0
1748,1560,28,0
1749,1561,22,0
1750,1561,20,0
1751,1560,24,0
1752,1560,29,0
1753,1560,19,0
1754,1560,23,0
1755,1561,18,0
1756,1560,13,0
1757,1560,17,0
1758,1560,12,0
1759,1560,11,0
1760,1560,11,0
1761,1559,9,0
1762,1559,9,0
1763,1559,9,0
1764,1559,5,0
1765,1559,3,0
1766,1560,9,0
1767,1560,3,0
1768,1560,4,0
1769,1560,5,0
1770,1560,3,0
1771,1561,2,0
1772,1561,3,0
1773,1561,3,0
1774,1561,1,0
1775,1560,3,0
1776,1560,2,0
1777,1560,2,0
1778,1561,2,0
1779,1561,0,0
1780,1560,3,0
1781,1559,3,0
1782,1559,1,0
1783,1559,6,0
1784,1559,3,0
1785,1559,7,0
1786,1559,10,0
1787,1559,5,0
1788,1559,10,0
1789,1559,11,0
1790,1559,8,0
1791,1559,14,0
1792,1559,18,0
1793,1559,21,0
1794,1559,23,0
1795,1559,27,0
1796,1559,35,0
1797,1560,41,0
1798,1560,47,0
1799,1560,50,0
1800,1560,56,0
1801,1560,64,0
1802,1560,66,0
1803,1560,58,0
1804,1560,67,0
1805,1560,57,0
1806,1561,69,0
1807,1561,81,0
1808,1562,62,0
1809,1562,76,0
1810,1561,66,0
1811,1561,50,0
1812,1562,73,0
1813,1562,51,0
1814,1562,67,0
1815,1561,57,0
1816,1561,46,0
1817,1561,37,0
1818,1560,40,0
1819,1560,51,0
1820,1560,38,0
1821,1560,37,0
1822,1561,33,0
1823,1561,29,0
1824,1561,34,0
1825,1561,20,0
1826,1562,27,0
1827,1562,18,0
1828,1561,15,0
1829,1560,19,0
1830,1560,17,0
1831,1560,13,0
1832,1560,11,0
1833,1560,18,0
1834,1560,11,0
1835,1560,5,0
1836,1560,11,0
1837,1560,2,0
1838,1560,3,0
1839,1559,5,0
1840,1559,8,0
1841,1559,5,0
1842,1559,3,0
1843,1559,5,0
1844,1559,1,0
1845,1560,1,0
1846,1560,5,0
1847,1560,5,0
1848,1560,6,0
1849,1560,3,0
1850,1559,5,0
1851,1560,1,0
1852,1559,2,0
1853,1559,4,0
1854,1559,5,0
1855,1559,7,0
1856,1560,4,0
1857,1560,3,0
1858,1560,4,0
1859,1560,6,0
1860,1560,8,0
1861,1560,5,0
1862,1560,15,0
1863,1560,16,0
1864,1559,16,0
1865,1559,15,0
1866,1559,16,0
1867,1559,21,0
1868,1560,29,0
1869,1561,40,0
1870,1561,43,0
1871,1560,48,0
1872,1560,58,0
1873,1560,53,0
1874,1560,65,0
1875,1560,56,0
1876,1560,75,0
1877,1561,68,0
1878,1561,67,0
1879,1560,78,0
1880,1560,78,0
1881,1560,71,0
1882,1560,62,0
1883,1559,74,0
1884,1559,64,0
1885,1559,50,0
1886,1559,72,0
1887,1559,68,0
1888,1559,62,0
1889,1559,52,0
1890,1559,54,0
1891,1560,51,0
1892,1560,49,0
1893,1562,43,0
1894,1562,32,0
1895,1562,32,0
1896,1562,36,0
1897,1562,23,0
1898,1563,24,0
1899,1563,22,0
1900,1563,18,0
1901,1561,18,0
1902,1562,7,0
1903,1562,10,0
1904,1561,5,0
1905,1560,12,0
1906,1559,13,0
1907,1560,13,0
1908,1560,3,0
1909,1560,7,0
1910,1560,6,0
1911,1560,5,0
1912,1559,6,0
1913,1559,4,0
1914,1559,3,0
1915,1559,5,0
1916,1559,3,0
1917,1559,4,0
1918,1559,3,0
1919,1559,4,0
1920,1559,1,0
1921,1559,5,0
1922,1559,5,0
1923,1559,4,0
1924,1560,5,0
1925,1560,3,0
1926,1559,3,0
1927,1559,1,0
1928,1559,2,0
1929,1559,3,0
1930,1559,4,0
1931,1559,9,0
1932,1560,7,0
1933,1560,6,0
1934,1560,11,0
1935,1560,13,0
1936,1560,9,0
1937,1560,13,0
1938,1560,16,0
1939,1560,21,0
1940,1560,24,0
1941,1560,36,0
1942,1560,45,0
1943,1563,34,0
1944,1564,49,0
1945,1563,47,0
1946,1563,52,0
1947,1563,54,0
1948,1563,59,0
1949,1563,68,0
1950,1563,73,0
1951,1563,79,0
1952,1562,75,0
1953,1562,82,0
1954,1562,61,0
1955,1563,68,0
1956,1563,71,0
1957,1564,67,0
1958,1563,59,0
1959,1563,56,0
1960,1564,61,0
1961,1563,48,0
1962,1563,52,0
1963,1563,44,0
1964,1564,42,0
1965,1564,47,0
1966,1564,44,0
1967,1563,42,0
1968,1563,34,0
1969,1563,30,0
1970,1562,17,0
1971,1561,24,0
1972,1561,26,0
1973,1561,11,0
1974,1561,18,0
1975,1561,16,0
1976,1561,14,0
1977,1560,9,0
1978,1560,13,0
1979,1560,6,0
1980,1561,8,0
1981,1561,12,0
1982,1561,5,0
1983,1560,7,0
1984,1559,7,0
1985,1559,8,0
1986,1559,5,0
1987,1559,2,0
1988,1559,6,0
1989,1559,3,0
1990,1559,4,0
1991,1560,4,0
1992,1559,4,0
1993,1559,3,0
1994,1559,2,0
1995,1559,3,0
1996,1560,3,0
1997,1560,3,0
1998,1560,4,0
1999,1560,6,0
2000,1560,3,0
2001,1560,2,0
2002,1560,4,0
2003,1560,6,0
2004,1561,3,0
2005,1561,8,0
2006,1561,7,0
2007,1560,10,0
2008,1560,9,0
2009,1560,9,0
2010,1560,20,0
2011,1560,15,0
2012,1560,23,0
2013,1560,32,0
2014,1560,34,0
2015,1560,40,0
2016,1560,40,0
2017,1560,40,0
2018,1560,53,0
2019,1560,44,0
2020,1559,45,0
2021,1559,72,0
2022,1560,80,0
2023,1559,75,0
2024,1559,66,0
2025,1559,70,0
2026,1560,66,0
2027,1560,57,0
2028,1562,53,0
2029,1562,79,0
2030,1563,59,0
2031,1563,58,0
2032,1563,68,0
2033,1562,69,0
2034,1562,56,0
2035,1562,43,0
2036,1562,46,0
2037,1562,48,0
2038,1562,44,0
2039,1562,56,0
2040,1562,43,0
2041,1562,33,0
2042,1562,40,0
2043,1561,30,0
2044,1561,29,0
2045,1561,24,0
2046,1561,22,0
2047,1559,13,0
2048,1559,25,0
2049,1559,17,0
2050,1559,7,0
2051,1559,15,0
2052,1559,9,0
2053,1560,14,0
2054,1560,9,0
2055,1562,6,0
2056,1562,6,0
2057,1561,10,0
2058,1560,6,0
2059,1559,4,0
2060,1559,6,0
2061,1559,4,0
2062,1559,4,0
2063,1559,6,0
2064,1559,3,0
2065,1559,1,0
2066,1559,3,0
2067,1559,4,0
2068,1559,6,0
2069,1559,0,0
2070,1560,2,0
2071,1560,4,0
2072,1560,3,0
2073,1560,2,0
2074,1559,1,0
2075,1559,2,0
2076,1559,4,0
2077,1559,7,0
2078,1559,7,0
2079,1559,7,0
2080,1559,7,0
2081,1559,11,0
2082,1559,16,0
2083,1559,11,0
2084,1559,17,0
2085,1560,21,0
2086,1560,22,0
2087,1560,25,0
2088,1560,38,0
2089,1560,38,0
2090,1560,32,0
2091,1561,46,0
2092,1561,54,0
2093,1560,57,0
2094,1560,51,0
2095,1559,69,0
2096,1559,59,0
2097,1560,67,0
2098,1562,58,0
2099,1561,78,0
2100,1560,71,0
2101,1560,61,0
2102,1560,61,0
2103,1561,75,0
2104,1561,81,0
2105,1560,54,0
2106,1559,58,0
2107,1559,61,0
2108,1559,61,0
2109,1559,44,0
2110,1560,33,0
2111,1559,45,0
2112,1559,28,0
2113,1559,46,0
2114,1559,39,0
2115,1560,33,0
2116,1560,26,0
2117,1560,25,0
2118,1560,23,0
2119,1560,14,0
2120,1560,14,0
2121,1560,16,0
2122,1561,12,0
2123,1560,15,0
2124,1561,14,0
2125,1560,9,0
2126,1562,7,0
2127,1560,7,0
2128,1560,6,0
2129,1560,3,0
2130,1560,10,0
2131,1560,10,0
2132,1560,5,0
2133,1560,4,0
2134,1560,9,0
2135,1560,9,0
2136,1560,5,0
2137,1560,3,0
2138,1560,1,0
2139,1559,0,0
2140,1559,2,0
2141,1559,3,0
2142,1559,5,0
2143,1560,2,0
2144,1560,2,0
2145,1560,1,0
2146,1560,2,0
2147,1560,1,0
2148,1559,5,0
2149,1559,8,0
2150,1559,5,0
2151,1559,5,0
2152,1560,8,0
2153,1559,6,0
2154,1559,12,0
2155,1559,7,0
2156,1559,21,0
2157,1559,20,0
2158,1559,27,0
2159,1559,15,0
2160,1560,29,0
2161,1560,44,0
2162,1560,41,0
2163,1560,45,0
2164,1560,54,0
2165,1560,61,0
2166,1561,45,0
2167,1562,57,0
2168,1563,69,0
2169,1563,75,0
2170,1562,73,0
2171,1561,62,0
2172,1560,70,0
2173,1560,79,0
2174,1561,66,0
2175,1560,73,0
2176,1560,79,0
2177,1560,73,0
2178,1560,55,0
2179,1560,65,0
2180,1560,49,0
2181,1560,59,0
2182,1560,49,0
2183,1559,41,0
2184,1559,51,0
2185,1559,34,0
2186,1559,34,0
2187,1559,45,0
2188,1559,17,0
2189,1560,29,0
2190,1560,21,0
2191,1560,31,0
2192,1559,19,0
2193,1559,16,0
2194,1559,12,0
2195,1560,15,0
2196,1560,20,0
2197,1560,5,0
2198,1560,12,0
2199,1563,8,0
2200,1563,10,0
2201,1563,6,0
2202,1564,7,0
2203,1564,3,0
2204,1564,7,0
2205,1564,2,0
2206,1564,4,0
2207,1564,2,0
2208,1564,1,0
2209,1564,6,0
2210,1564,5,0
2211,1565,6,0
2212,1564,3,0
2213,1564,2,0
2214,1563,2,0
2215,1562,1,0
2216,1562,6,0
2217,1561,3,0
2218,1560,9,0
2219,1560,1,0
2220,1560,1,0
2221,1559,4,0
2222,1559,4,0
2223,1559,6,0
2224,1559,5,0
2225,1559,7,0
2226,1559,8,0
2227,1559,3,0
2228,1559,7,0
2229,1560,18,0
2230,1560,15,0
2231,1560,23,0
2232,1560,25,0
2233,1559,31,0
2234,1559,0,1444
2235,1559,2,0
2236,1559,5,0
2237,1559,4,0
2238,1559,5,0
2239,1559,5,0
2240,1559,1,1270
2241,1559,7,0
2242,1559,11,0
2243,1559,15,0
2244,1560,17,0
2245,1561,17,0
2246,1562,11,1127
2247,1561,12,0
2248,1561,19,0
2249,1562,24,0
2250,1562,16,0
2251,1561,24,0
2252,1561,11,968
2253,1560,8,0
2254,1560,25,0
2255,1560,20,0
2256,1560,16,0
2257,1561,17,0
2258,1561,10,0
2259,1560,16,0
2260,1559,24,0
2261,1559,34,0
2262,1559,25,0
2263,1559,23,0
2264,1559,25,0
2265,1559,18,0
2266,1559,12,0
2267,1560,14,0
2268,1560,11,0
2269,1560,11,0
2270,1560,11,0
2271,1560,15,0
2272,1560,10,0
2273,1560,9,0
2274,1560,6,0
2275,1560,3,0
2276,1560,6,0
2277,1560,5,0
2278,1560,3,0
2279,1560,5,0
2280,1560,8,0
2281,1560,5,0
2282,1560,2,0
2283,1560,6,0
2284,1560,3,0
2285,1560,4,0
2286,1560,1,0
2287,1561,6,0
2288,1561,5,0
2289,1561,4,0
2290,1560,3,0
2291,1559,0,0
2292,1559,8,0
2293,1559,1,0
2294,1559,5,0
2295,1559,4,0
2296,1559,6,0
2297,1559,4,0
2298,1559,5,0
2299,1559,9,0
2300,1559,11,0
2301,1559,21,0
2302,1559,13,0
2303,1560,22,0
2304,1560,20,0
2305,1560,29,0
2306,1560,34,0
2307,1560,2,1451
2308,1560,4,0
2309,1560,4,0
2310,1560,3,0
2311,1560,5,0
2312,1560,10,0
2313,1561,3,1263
2314,1561,11,0
2315,1560,11,0
2316,1560,17,0
2317,1559,20,0
2318,1560,16,0
2319,1560,11,1122
2320,1560,16,0
2321,1560,24,0
2322,1560,18,0
2323,1560,11,0
2324,1560,23,0
2325,1560,12,985
2326,1560,12,0
2327,1560,18,0
2328,1560,24,0
2329,1559,15,0
2330,1560,18,0
2331,1559,20,0
2332,1560,22,0
2333,1559,22,0
2334,1559,30,0
2335,1559,26,0
2336,1559,27,0
2337,1559,15,0
2338,1560,14,0
2339,1559,19,0
2340,1560,13,0
2341,1561,11,0
2342,1561,15,0
2343,1561,12,0
2344,1560,7,0
2345,1560,7,0
2346,1560,14,0
2347,1560,10,0
2348,1560,9,0
2349,1560,5,0
2350,1559,5,0
2351,1559,7,0
2352,1559,1,0
2353,1559,7,0
2354,1559,3,0
2355,1559,5,0
2356,1560,2,0
2357,1560,5,0
2358,1560,6,0
2359,1560,1,0
2360,1560,3,0
2361,1560,4,0
2362,1560,1,0
2363,1560,1,0
2364,1560,4,0
2365,1560,2,0
2366,1560,4,0
2367,1561,2,0
2368,1561,2,0
2369,1561,3,0
2370,1561,4,0
2371,1561,2,0
2372,1561,6,0
2373,1561,17,0
2374,1561,8,0
2375,1561,17,0
2376,1561,21,0
2377,1560,23,0
2378,1559,33,0
2379,1559,38,0
2380,1559,1,1449
2381,1559,3,0
2382,1559,5,0
2383,1561,2,0
2384,1560,3,0
2385,1559,8,0
2386,1560,5,1262
2387,1560,10,0
2388,1559,18,0
2389,1559,13,0
2390,1559,17,0
2391,1559,12,0
2392,1559,12,1122
2393,1559,17,0
2394,1559,25,0
2395,1559,31,0
2396,1561,15,0
2397,1560,22,0
2398,1560,11,968
2399,1560,17,0
2400,1560,13,0
2401,1560,17,0
2402,1561,23,0
2403,1561,16,0
2404,1561,20,0
2405,1561,32,0
2406,1560,24,0
2407,1560,26,0
2408,1561,23,0
2409,1560,26,0
2410,1559,18,0
2411,1560,12,0
2412,1562,17,0
2413,1561,13,0
2414,1561,13,0
2415,1560,14,0
2416,1560,16,0
2417,1560,10,0
2418,1559,7,0
2419,1559,8,0
2420,1559,10,0
2421,1559,7,0
2422,1559,7,0
2423,1559,6,0
2424,1559,5,0
2425,1559,0,0
2426,1559,1,0
2427,1560,6,0
2428,1560,2,0
2429,1560,2,0
2430,1559,2,0
2431,1559,4,0
2432,1559,2,0
2433,1559,1,0
2434,1559,4,0
2435,1559,1,0
2436,1559,3,0
2437,1560,5,0
2438,1559,5,0
2439,1559,5,0
2440,1559,5,0
2441,1559,7,0
2442,1560,4,0
2443,1560,7,0
2444,1560,1,0
2445,1561,14,0
2446,1561,10,0
2447,1561,15,0
2448,1561,19,0
2449,1561,13,0
2450,1562,29,0
2451,1562,30,0
2452,1561,36,0
2453,1561,3,1440
2454,1561,4,0
2455,1561,7,0
2456,1560,4,0
2457,1560,4,0
2458,1560,10,0
2459,1561,11,1266
2460,1561,16,0
2461,1561,9,0
2462,1561,14,0
2463,1561,17,0
2464,1560,22,0
2465,1561,15,1105
2466,1562,24,0
2467,1562,21,0
2468,1562,19,0
2469,1562,13,0
2470,1562,22,0
2471,1562,13,948
2472,1562,28,0
2473,1562,19,0
2474,1562,25,0
2475,1561,16,0
2476,1561,12,0
2477,1561,18,0
2478,1562,28,0
2479,1562,50,0
2480,1562,30,0
2481,1562,30,0
2482,1562,22,0
2483,1561,13,0
2484,1561,11,0
2485,1561,12,0
2486,1561,23,0
2487,1560,17,0
2488,1560,14,0
2489,1559,7,0
2490,1559,13,0
2491,1559,7,0
2492,1559,11,0
2493,1559,6,0
2494,1559,6,0
2495,1560,6,0
2496,1560,10,0
2497,1559,5,0
2498,1559,7,0
2499,1560,1,0
2500,1560,5,0
2501,1561,6,0
2502,1561,2,0
2503,1561,3,0
2504,1561,2,0
2505,1561,3,0
2506,1562,1,0
2507,1561,4,0
2508,1561,2,0
2509,1561,3,0
2510,1561,2,0
2511,1561,4,0
2512,1561,2,0
2513,1561,6,0
2514,1561,5,0
2515,1561,5,0
2516,1561,8,0
2517,1561,11,0
2518,1561,8,0
2519,1561,13,0
2520,1561,15,0
2521,1562,22,0
2522,1562,18,0
2523,1562,22,0
2524,1562,39,0
2525,1562,34,0
2526,1561,2,1449
2527,1561,4,0
2528,1561,4,0
2529,1562,6,0
2530,1561,6,0
2531,1560,10,0
2532,1560,11,1274
2533,1560,20,0
2534,1561,12,0
2535,1562,16,0
2536,1562,8,0
2537,1561,25,0
2538,1560,16,1116
2539,1560,16,0
2540,1560,27,0
2541,1561,23,0
2542,1561,29,0
2543,1561,26,0
2544,1561,13,966
2545,1561,23,0
2546,1560,22,0
2547,1560,18,0
2548,1560,18,0
2549,1559,16,0
2550,1559,22,0
2551,1559,29,0
2552,1559,30,0
2553,1559,27,0
2554,1559,28,0
2555,1559,17,0
2556,1559,18,0
2557,1559,20,0
2558,1559,15,0
2559,1558,22,0
2560,1559,16,0
2561,1559,7,0
2562,1560,12,0
2563,1560,15,0
2564,1560,9,0
2565,1560,9,0
2566,1560,5,0
2567,1560,5,0
2568,1560,9,0
2569,1560,7,0
2570,1560,5,0
2571,1559,3,0
2572,1559,4,0
2573,1559,5,0
2574,1559,2,0
2575,1559,4,0
2576,1559,3,0
2577,1560,3,0
2578,1560,2,0
2579,1560,1,0
2580,1560,3,0
2581,1560,7,0
2582,1560,0,0
2583,1560,2,0
2584,1560,5,0
2585,1560,4,0
2586,1560,5,0
2587,1561,4,0
2588,1561,7,0
2589,1561,6,0
2590,1561,5,0
2591,1563,6,0
2592,1563,17,0
2593,1562,14,0
2594,1561,21,0
2595,1561,17,0
2596,1561,30,0
2597,1560,27,0
2598,1559,38,0
2599,1559,7,1446
2600,1559,2,0
2601,1559,3,0
2602,1559,4,0
2603,1559,7,0
2604,1561,14,0
2605,1561,8,1263
2606,1561,6,0
2607,1560,15,0
2608,1560,22,0
2609,1560,17,0
2610,1560,22,0
2611,1560,18,1101
2612,1560,17,0
2613,1561,31,0
2614,1561,19,0
2615,1561,23,0
2616,1562,20,0
2617,1561,9,966
2618,1561,23,0
2619,1561,18,0
2620,1560,27,0
2621,1559,11,0
2622,1560,20,0
2623,1559,13,0
2624,1559,31,0
2625,1559,40,0
2626,1559,32,0
2627,1559,36,0
2628,1559,22,0
2629,1561,16,0
2630,1561,17,0
2631,1561,25,0
2632,1561,16,0
2633,1560,18,0
2634,1560,14,0
2635,1559,6,0
2636,1559,13,0
2637,1559,6,0
2638,1559,6,0
2639,1559,11,0
2640,1559,7,0
2641,1559,5,0
2642,1559,5,0
2643,1559,5,0
2644,1559,5,0
2645,1560,5,0
2646,1560,5,0
2647,1560,4,0
2648,1560,7,0
2649,1560,3,0
2650,1560,6,0
2651,1560,2,0
2652,1560,9,0
2653,1560,2,0
2654,1560,1,0
2655,1560,7,0
2656,1560,5,0
2657,1560,3,0
2658,1560,6,0
2659,1560,8,0
2660,1560,3,0
2661,1560,7,0
2662,1560,8,0
2663,1560,12,0
2664,1560,12,0
2665,1560,13,0
2666,1560,21,0
2667,1560,7,0
2668,1560,22,0
2669,1560,23,0
2670,1561,36,0
2671,1561,29,0
2672,1561,2,1441
2673,1561,4,0
2674,1562,2,0
2675,1562,4,0
2676,1564,5,0
2677,1564,20,0
2678,1563,10,1252
2679,1564,8,0
2680,1564,18,0
2681,1564,12,0
2682,1564,18,0
2683,1565,19,0
2684,1565,9,1116
2685,1565,25,0
2686,1564,24,0
2687,1564,28,0
2688,1563,21,0
2689,1563,24,0
2690,1563,11,969
2691,1565,21,0
2692,1565,34,0
2693,1566,16,0
2694,1564,23,0
2695,1564,14,0
2696,1566,18,0
2697,1565,25,0
2698,1563,35,0
2699,1562,34,0
2700,1561,33,0
2701,1561,22,0
2702,1561,20,0
2703,1560,18,0
2704,1559,17,0
2705,1559,15,0
2706,1559,14,0
2707,1559,17,0
2708,1559,13,0
2709,1559,12,0
2710,1559,10,0
2711,1560,8,0
2712,1560,8,0
2713,1561,5,0
2714,1560,8,0
2715,1560,10,0
2716,1560,4,0
2717,1560,8,0
2718,1560,5,0
2719,1560,8,0
2720,1560,1,0
2721,1560,3,0
2722,1560,4,0
2723,1560,3,0
2724,1560,3,0
2725,1560,3,0
2726,1560,1,0
2727,1560,1,0
2728,1560,1,0
2729,1560,3,0
2730,1560,9,0
2731,1560,2,0
2732,1559,2,0
2733,1559,5,0
2734,1559,9,0
2735,1559,3,0
2736,1559,9,0
2737,1559,13,0
2738,1560,12,0
2739,1560,10,0
2740,1560,9,0
2741,1560,29,0
2742,1560,21,0
2743,1561,28,0
2744,1560,35,0
2745,1560,3,1450
2746,1560,2,0
2747,1560,7,0
2748,1560,3,0
2749,1560,10,0
2750,1560,12,0
2751,1560,4,1263
2752,1560,13,0
2753,1562,22,0
2754,1561,14,0
2755,1561,10,0
2756,1561,26,0
2757,1561,15,1129
2758,1562,21,0
2759,1562,22,0
2760,1562,22,0
2761,1562,21,0
2762,1563,24,0
2763,1563,11,980
2764,1562,15,0
2765,1561,30,0
2766,1560,17,0
2767,1562,20,0
2768,1561,13,0
2769,1561,34,0
2770,1561,31,0
2771,1561,21,0
2772,1560,29,0
2773,1560,32,0
2774,1560,19,0
2775,1560,20,0
2776,1561,27,0
2777,1561,17,0
2778,1560,17,0
2779,1560,22,0
2780,1560,16,0
2781,1561,14,0
2782,1561,11,0
2783,1560,14,0
2784,1560,10,0
2785,1561,4,0
2786,1560,10,0
2787,1560,6,0
2788,1559,6,0
2789,1559,6,0
2790,1559,5,0
2791,1559,8,0
2792,1559,4,0
2793,1560,6,0
2794,1560,4,0
2795,1560,3,0
2796,1560,3,0
2797,1560,6,0
2798,1561,1,0
2799,1560,2,0
2800,1560,3,0
2801,1560,3,0
2802,1560,7,0
2803,1560,4,0
2804,1560,4,0
2805,1560,3,0
2806,1560,0,0
2807,1560,6,0
2808,1560,3,0
2809,1560,7,0
2810,1560,14,0
2811,1560,8,0
2812,1560,6,0
2813,1560,11,0
2814,1560,21,0
2815,1560,24,0
2816,1560,29,0
2817,1560,32,0
2818,1560,2,1456
2819,1560,4,0
2820,1560,4,0
2821,1560,3,0
2822,1560,4,0
2823,1560,13,0
2824,1560,10,1264
2825,1560,17,0
2826,1560,16,0
2827,1560,9,0
2828,1560,8,0
2829,1560,21,0
2830,1560,9,1125
2831,1560,15,0
2832,1560,25,0
2833,1561,16,0
2834,1560,14,0
2835,1560,25,0
2836,1560,15,987
2837,1560,19,0
2838,1561,18,0
2839,1561,21,0
2840,1561,20,0
2841,1560,16,0
2842,1560,18,0
2843,1560,19,0
2844,1560,41,0
2845,1560,26,0
2846,1560,26,0
2847,1561,23,0
2848,1561,25,0
2849,1560,13,0
2850,1561,15,0
2851,1561,19,0
2852,1561,19,0
2853,1561,12,0
2854,1561,14,0
2855,1561,8,0
2856,1562,11,0
2857,1562,5,0
2858,1561,10,0
2859,1561,8,0
2860,1561,8,0
2861,1561,2,0
2862,1561,5,0
2863,1561,7,0
2864,1562,4,0
2865,1562,4,0
2866,1562,4,0
2867,1562,5,0
2868,1562,5,0
2869,1561,7,0
2870,1561,1,0
2871,1561,6,0
2872,1561,2,0
2873,1561,4,0
2874,1561,5,0
2875,1561,9,0
2876,1561,7,0
2877,1561,0,0
2878,1561,4,0
2879,1560,3,0
2880,1560,9,0
2881,1560,7,0
2882,1559,8,0
2883,1559,15,0
