"Age","Number_round","Coverage_reduction","Coverage","Access","EIR","Seasonality","PE_1","PP"
5,4,0.1,0.8,"0.05","75","sesonality2",0.376040906834338,15
5,4,0.1,0.8,"0.05","100","sesonality2",0.386232567454652,15
5,4,0.1,0.8,"0.05","125","sesonality2",0.373166467898912,15
5,4,0.1,0.8,"0.05","150","sesonality2",0.367392688954176,15
5,4,0.1,0.8,"0.1","10","sesonality2",0.380076726860913,15
5,4,0.1,0.8,"0.1","25","sesonality2",0.335597653594224,15
5,4,0.1,0.8,"0.1","50","sesonality2",0.353278288075268,15
5,4,0.1,0.8,"0.1","75","sesonality2",0.348224649128067,15
5,4,0.1,0.8,"0.1","100","sesonality2",0.358928820458733,15
5,4,0.1,0.8,"0.1","125","sesonality2",0.356274807651211,15
5,4,0.1,0.8,"0.1","150","sesonality2",0.333726029620857,15
5,4,0.1,0.8,"0.2","10","sesonality2",0.309765309081327,15
5,4,0.1,0.8,"0.2","25","sesonality2",0.291817817314645,15
5,4,0.1,0.8,"0.2","50","sesonality2",0.308890088411845,15
5,4,0.1,0.8,"0.2","75","sesonality2",0.259738126201293,15
5,4,0.1,0.8,"0.2","100","sesonality2",0.262333916821224,15
5,4,0.1,0.8,"0.2","125","sesonality2",0.273931267714197,15
5,4,0.1,0.8,"0.2","150","sesonality2",0.26798389503824,15
5,4,0.1,0.8,"0.4","10","sesonality2",0.259265416066504,15
5,4,0.1,0.8,"0.4","25","sesonality2",0.23966321368266,15
5,4,0.1,0.8,"0.4","50","sesonality2",0.221221353747594,15
5,4,0.1,0.8,"0.4","75","sesonality2",0.237774180997202,15
5,4,0.1,0.8,"0.4","100","sesonality2",0.214053983253778,15
5,4,0.1,0.8,"0.4","125","sesonality2",0.211123838793914,15
5,4,0.1,0.8,"0.4","150","sesonality2",0.217281961150331,15
5,4,0.1,0.85,"0.05","10","sesonality2",0.462186081965491,15
5,4,0.1,0.85,"0.05","25","sesonality2",0.410139532833982,15
5,4,0.1,0.85,"0.05","50","sesonality2",0.383801790032399,15
5,4,0.1,0.85,"0.05","75","sesonality2",0.4133310263703,15
5,4,0.1,0.85,"0.05","100","sesonality2",0.409369790751427,15
5,4,0.1,0.85,"0.05","125","sesonality2",0.40384482859698,15
5,4,0.1,0.85,"0.05","150","sesonality2",0.388113930356447,15
5,4,0.1,0.85,"0.1","10","sesonality2",0.405513203484435,15
5,4,0.1,0.85,"0.1","25","sesonality2",0.351329358718276,15
5,4,0.1,0.85,"0.1","50","sesonality2",0.376392690288513,15
5,4,0.1,0.85,"0.1","75","sesonality2",0.373010472330238,15
5,4,0.1,0.85,"0.1","100","sesonality2",0.379336622714027,15
5,4,0.1,0.85,"0.1","125","sesonality2",0.383241673817175,15
5,4,0.1,0.85,"0.1","150","sesonality2",0.360066089370129,15
5,4,0.1,0.85,"0.2","10","sesonality2",0.330512247767902,15
5,4,0.1,0.85,"0.2","25","sesonality2",0.313348417774265,15
5,4,0.1,0.85,"0.2","50","sesonality2",0.326597882632624,15
5,4,0.1,0.85,"0.2","75","sesonality2",0.2892884987007,15
5,4,0.1,0.85,"0.2","100","sesonality2",0.292713987170928,15
5,4,0.1,0.85,"0.2","125","sesonality2",0.30117676984737,15
5,4,0.1,0.85,"0.2","150","sesonality2",0.288370353919947,15
5,4,0.1,0.85,"0.4","10","sesonality2",0.27714253614045,15
5,4,0.1,0.85,"0.4","25","sesonality2",0.253579527575323,15
5,4,0.1,0.85,"0.4","50","sesonality2",0.233538485464023,15
5,4,0.1,0.85,"0.4","75","sesonality2",0.25543994640013,15
5,4,0.1,0.85,"0.4","100","sesonality2",0.228024057284159,15
5,4,0.1,0.85,"0.4","125","sesonality2",0.236907346262623,15
5,4,0.1,0.85,"0.4","150","sesonality2",0.234555057846259,15
5,4,0.1,0.9,"0.05","10","sesonality2",0.472000204557361,15
5,4,0.1,0.9,"0.05","25","sesonality2",0.437310659880993,15
5,4,0.1,0.9,"0.05","50","sesonality2",0.417387158024577,15
5,4,0.1,0.9,"0.05","75","sesonality2",0.433710510302743,15
5,4,0.1,0.9,"0.05","100","sesonality2",0.440079196218055,15
5,4,0.1,0.9,"0.05","125","sesonality2",0.429133747550796,15
5,4,0.1,0.9,"0.05","150","sesonality2",0.425899723501766,15
5,4,0.1,0.9,"0.1","10","sesonality2",0.425862384783257,15
5,4,0.1,0.9,"0.1","25","sesonality2",0.371780575379545,15
5,4,0.1,0.9,"0.1","50","sesonality2",0.397580892317321,15
5,4,0.1,0.9,"0.1","75","sesonality2",0.395501311902581,15
5,4,0.1,0.9,"0.1","100","sesonality2",0.399744424969319,15
5,4,0.1,0.9,"0.1","125","sesonality2",0.408033792711688,15
5,4,0.1,0.9,"0.1","150","sesonality2",0.384678932086661,15
5,4,0.1,0.9,"0.2","10","sesonality2",0.345673472192705,15
5,4,0.1,0.9,"0.2","25","sesonality2",0.338952375077598,15
5,4,0.1,0.9,"0.2","50","sesonality2",0.344305676853406,15
5,4,0.1,0.9,"0.2","75","sesonality2",0.317336309886579,15
5,4,0.1,0.9,"0.2","100","sesonality2",0.315973728532422,15
5,4,0.1,0.9,"0.2","125","sesonality2",0.322208385529119,15
5,4,0.1,0.9,"0.2","150","sesonality2",0.308756812801654,15
5,4,0.1,0.9,"0.4","10","sesonality2",0.293465124034053,15
5,4,0.1,0.9,"0.4","25","sesonality2",0.273188878969533,15
5,4,0.1,0.9,"0.4","50","sesonality2",0.249214834921296,15
5,4,0.1,0.9,"0.4","75","sesonality2",0.284536501181424,15
5,4,0.1,0.9,"0.4","100","sesonality2",0.250272693702914,15
5,4,0.1,0.9,"0.4","125","sesonality2",0.25178244672534,15
5,4,0.1,0.9,"0.4","150","sesonality2",0.243931881766905,15
5,4,0.1,0.95,"0.05","10","sesonality2",0.49228272458056,15
5,4,0.1,0.95,"0.05","25","sesonality2",0.458553541026838,15
5,4,0.1,0.95,"0.05","50","sesonality2",0.458435941126128,15
5,4,0.1,0.95,"0.05","75","sesonality2",0.463629327139735,15
5,4,0.1,0.95,"0.05","100","sesonality2",0.468264540961397,15
5,4,0.1,0.95,"0.05","125","sesonality2",0.455666383830206,15
5,4,0.1,0.95,"0.05","150","sesonality2",0.452309148818385,15
5,4,0.1,0.95,"0.1","10","sesonality2",0.435310218957711,15
5,4,0.1,0.95,"0.1","25","sesonality2",0.393280572382415,15
5,4,0.1,0.95,"0.1","50","sesonality2",0.425992345037768,15
5,4,0.1,0.95,"0.1","75","sesonality2",0.42166412528265,15
5,4,0.1,0.95,"0.1","100","sesonality2",0.423257762350418,15
5,4,0.1,0.95,"0.1","125","sesonality2",0.432825911606204,15
5,4,0.1,0.95,"0.1","150","sesonality2",0.403678319446793,15
5,4,0.1,0.95,"0.2","10","sesonality2",0.353653063995231,15
5,4,0.1,0.95,"0.2","25","sesonality2",0.352336261849795,15
5,4,0.1,0.95,"0.2","50","sesonality2",0.374155958539863,15
5,4,0.1,0.95,"0.2","75","sesonality2",0.342879852216574,15
5,4,0.1,0.95,"0.2","100","sesonality2",0.346353798882125,15
5,4,0.1,0.95,"0.2","125","sesonality2",0.346107948803835,15
5,4,0.1,0.95,"0.2","150","sesonality2",0.335306619717365,15
5,4,0.1,0.95,"0.4","10","sesonality2",0.30279231711611,15
5,4,0.1,0.95,"0.4","25","sesonality2",0.291533110918952,15
5,4,0.1,0.95,"0.4","50","sesonality2",0.268810271742886,15
5,4,0.1,0.95,"0.4","75","sesonality2",0.304280591925872,15
5,4,0.1,0.95,"0.4","100","sesonality2",0.268382048927481,15
5,4,0.1,0.95,"0.4","125","sesonality2",0.273599260737323,15
5,4,0.1,0.95,"0.4","150","sesonality2",0.262192012559738,15
5,4,0.1,1,"0.05","10","sesonality2",0.519107992998339,15
5,4,0.1,1,"0.05","25","sesonality2",0.481772504139739,15
5,4,0.1,1,"0.05","50","sesonality2",0.476161552010889,15
5,4,0.1,1,"0.05","75","sesonality2",0.485743235236641,15
5,4,0.1,1,"0.05","100","sesonality2",0.491401764258173,15
5,4,0.1,1,"0.05","125","sesonality2",0.483442737435214,15
5,4,0.1,1,"0.05","150","sesonality2",0.482781562645256,15
5,4,0.1,1,"0.1","10","sesonality2",0.457839669681407,15
5,4,0.1,1,"0.1","25","sesonality2",0.420548861264104,15
5,4,0.1,1,"0.1","50","sesonality2",0.457774648080976,15
5,4,0.1,1,"0.1","75","sesonality2",0.447367941936756,15
5,4,0.1,1,"0.1","100","sesonality2",0.451749587402663,15
5,4,0.1,1,"0.1","125","sesonality2",0.45457338432069,15
5,4,0.1,1,"0.1","150","sesonality2",0.430450183454251,15
5,4,0.1,1,"0.2","10","sesonality2",0.384773472025092,15
5,4,0.1,1,"0.2","25","sesonality2",0.366302056742521,15
5,4,0.1,1,"0.2","50","sesonality2",0.39388750067159,15
5,4,0.1,1,"0.2","75","sesonality2",0.365418271919512,15
5,4,0.1,1,"0.2","100","sesonality2",0.36961354024362,15
5,4,0.1,1,"0.2","125","sesonality2",0.371919477140524,15
5,4,0.1,1,"0.2","150","sesonality2",0.360434115548307,15
5,4,0.1,1,"0.4","10","sesonality2",0.326887565911431,15
5,4,0.1,1,"0.4","25","sesonality2",0.306714544256402,15
5,4,0.1,1,"0.4","50","sesonality2",0.287285969317531,15
5,4,0.1,1,"0.4","75","sesonality2",0.326103008011842,15
5,4,0.1,1,"0.4","100","sesonality2",0.289078454898415,15
5,4,0.1,1,"0.4","125","sesonality2",0.288970197882133,15
5,4,0.1,1,"0.4","150","sesonality2",0.284400279740214,15
5,4,0.1,0.75,"0.05","10","sesonality2",0.401007354074282,15
5,4,0.1,0.75,"0.05","25","sesonality2",0.334312481844756,15
5,4,0.1,0.75,"0.05","50","sesonality2",0.366127199158736,15
5,4,0.1,0.75,"0.05","75","sesonality2",0.373923456682146,15
5,4,0.1,0.75,"0.05","100","sesonality2",0.362186916029813,15
5,4,0.1,0.75,"0.05","125","sesonality2",0.336772614919165,15
5,4,0.1,0.75,"0.05","150","sesonality2",0.361147349147051,15
5,4,0.1,0.75,"0.1","10","sesonality2",0.347081314054891,15
5,4,0.1,0.75,"0.1","25","sesonality2",0.295356232284792,15
5,4,0.1,0.75,"0.1","50","sesonality2",0.321156928773451,15
5,4,0.1,0.75,"0.1","75","sesonality2",0.327710006980379,15
5,4,0.1,0.75,"0.1","100","sesonality2",0.319741043772848,15
5,4,0.1,0.75,"0.1","125","sesonality2",0.295954436440345,15
5,4,0.1,0.75,"0.1","150","sesonality2",0.325666486892337,15
5,4,0.1,0.75,"0.2","10","sesonality2",0.324301299153122,15
5,4,0.1,0.75,"0.2","25","sesonality2",0.212565884339876,15
5,4,0.1,0.75,"0.2","50","sesonality2",0.233870267168094,15
5,4,0.1,0.75,"0.2","75","sesonality2",0.257410124632659,15
5,4,0.1,0.75,"0.2","100","sesonality2",0.282512770310127,15
5,4,0.1,0.75,"0.2","125","sesonality2",0.276200952772963,15
5,4,0.1,0.75,"0.2","150","sesonality2",0.263471103295912,15
5,4,0.1,0.75,"0.4","10","sesonality2",0.239088631476837,15
5,4,0.1,0.75,"0.4","25","sesonality2",0.258851599744942,15
5,4,0.1,0.75,"0.4","50","sesonality2",0.23218129029768,15
5,4,0.1,0.75,"0.4","75","sesonality2",0.235760754338271,15
5,4,0.1,0.75,"0.4","100","sesonality2",0.198752556494999,15
5,4,0.1,0.75,"0.4","125","sesonality2",0.216809299344396,15
5,4,0.1,0.75,"0.4","150","sesonality2",0.21861757507893,15
5,4,0.1,0.8,"0.05","10","sesonality2",0.424092263349311,15
5,4,0.1,0.8,"0.05","25","sesonality2",0.365155146778591,15
5,4,0.1,0.8,"0.05","50","sesonality2",0.386663035039123,15
5,4,0.1,0.8,"0.05","75","sesonality2",0.395373616624514,15
5,4,0.1,0.8,"0.05","100","sesonality2",0.379796570200034,15
5,4,0.1,0.8,"0.05","125","sesonality2",0.359526286326005,15
5,4,0.1,0.8,"0.05","150","sesonality2",0.376473359710442,15
5,4,0.1,0.8,"0.1","10","sesonality2",0.372836102306459,15
5,4,0.1,0.8,"0.1","25","sesonality2",0.328232302318159,15
5,4,0.1,0.8,"0.1","50","sesonality2",0.345348427311706,15
5,4,0.1,0.8,"0.1","75","sesonality2",0.35073041904045,15
5,4,0.1,0.8,"0.1","100","sesonality2",0.347684340964669,15
5,4,0.1,0.8,"0.1","125","sesonality2",0.321418013294976,15
5,4,0.1,0.8,"0.1","150","sesonality2",0.34452896278346,15
5,4,0.1,0.8,"0.2","10","sesonality2",0.352488035225527,15
5,4,0.1,0.8,"0.2","25","sesonality2",0.235600908508531,15
5,4,0.1,0.8,"0.2","50","sesonality2",0.254372330441059,15
5,4,0.1,0.8,"0.2","75","sesonality2",0.283678610019805,15
5,4,0.1,0.8,"0.2","100","sesonality2",0.297205341566574,15
5,4,0.1,0.8,"0.2","125","sesonality2",0.297530983634269,15
5,4,0.1,0.8,"0.2","150","sesonality2",0.278249353003243,15
5,4,0.1,0.8,"0.4","10","sesonality2",0.255811958257565,15
5,4,0.1,0.8,"0.4","25","sesonality2",0.271328845540485,15
5,4,0.1,0.8,"0.4","50","sesonality2",0.253096782031506,15
5,4,0.1,0.8,"0.4","75","sesonality2",0.254900211267742,15
5,4,0.1,0.8,"0.4","100","sesonality2",0.213051427379729,15
5,4,0.1,0.8,"0.4","125","sesonality2",0.22727843028887,15
5,4,0.1,0.8,"0.4","150","sesonality2",0.246854447755203,15
5,4,0.1,0.85,"0.05","10","sesonality2",0.458112129649352,15
5,4,0.1,0.85,"0.05","25","sesonality2",0.391371411972348,15
5,4,0.1,0.85,"0.05","50","sesonality2",0.409936982370227,15
5,4,0.1,0.85,"0.05","75","sesonality2",0.417717533231148,15
5,4,0.1,0.85,"0.05","100","sesonality2",0.406855307095739,15
5,4,0.1,0.85,"0.05","125","sesonality2",0.389443150583144,15
5,4,0.1,0.85,"0.05","150","sesonality2",0.404302168365022,15
5,4,0.1,0.85,"0.1","10","sesonality2",0.402767342706928,15
5,4,0.1,0.85,"0.1","25","sesonality2",0.351245551341517,15
5,4,0.1,0.85,"0.1","50","sesonality2",0.363089137022568,15
5,4,0.1,0.85,"0.1","75","sesonality2",0.372811222445008,15
5,4,0.1,0.85,"0.1","100","sesonality2",0.365091640854656,15
5,4,0.1,0.85,"0.1","125","sesonality2",0.344201213638596,15
5,4,0.1,0.85,"0.1","150","sesonality2",0.376680910325149,15
5,4,0.1,0.85,"0.2","10","sesonality2",0.383806630861535,15
5,4,0.1,0.85,"0.2","25","sesonality2",0.265303965989167,15
5,4,0.1,0.85,"0.2","50","sesonality2",0.273255809771423,15
5,4,0.1,0.85,"0.2","75","sesonality2",0.310957421767991,15
5,4,0.1,0.85,"0.2","100","sesonality2",0.321203207952106,15
5,4,0.1,0.85,"0.2","125","sesonality2",0.318861014495577,15
5,4,0.1,0.85,"0.2","150","sesonality2",0.304945546022939,15
5,4,0.1,0.85,"0.4","10","sesonality2",0.272535285038293,15
5,4,0.1,0.85,"0.4","25","sesonality2",0.291292438813346,15
5,4,0.1,0.85,"0.4","50","sesonality2",0.269058604670479,15
5,4,0.1,0.85,"0.4","75","sesonality2",0.264758773932025,15
5,4,0.1,0.85,"0.4","100","sesonality2",0.236542429547497,15
5,4,0.1,0.85,"0.4","125","sesonality2",0.251706402492641,15
5,4,0.1,0.85,"0.4","150","sesonality2",0.265354467784487,15
5,4,0.1,0.9,"0.05","10","sesonality2",0.48301953176188,15
5,4,0.1,0.9,"0.05","25","sesonality2",0.422214076906183,15
5,4,0.1,0.9,"0.05","50","sesonality2",0.445988783138017,15
5,4,0.1,0.9,"0.05","75","sesonality2",0.442742719830577,15
5,4,0.1,0.9,"0.05","100","sesonality2",0.426182976306957,15
5,4,0.1,0.9,"0.05","125","sesonality2",0.415989100557792,15
5,4,0.1,0.9,"0.05","150","sesonality2",0.438987350166381,15
5,4,0.1,0.9,"0.1","10","sesonality2",0.42782605560034,15
5,4,0.1,0.9,"0.1","25","sesonality2",0.37097119336154,15
5,4,0.1,0.9,"0.1","50","sesonality2",0.386788145877541,15
5,4,0.1,0.9,"0.1","75","sesonality2",0.394422221521807,15
5,4,0.1,0.9,"0.1","100","sesonality2",0.379292332870173,15
5,4,0.1,0.9,"0.1","125","sesonality2",0.362070390378687,15
5,4,0.1,0.9,"0.1","150","sesonality2",0.396400771484049,15
5,4,0.1,0.9,"0.2","10","sesonality2",0.411210402043043,15
5,4,0.1,0.9,"0.2","25","sesonality2",0.288945175004367,15
5,4,0.1,0.9,"0.2","50","sesonality2",0.288362593235712,15
5,4,0.1,0.9,"0.2","75","sesonality2",0.334700091252526,15
5,4,0.1,0.9,"0.2","100","sesonality2",0.340793302960705,15
5,4,0.1,0.9,"0.2","125","sesonality2",0.350619060444636,15
5,4,0.1,0.9,"0.2","150","sesonality2",0.32925815038016,15
5,4,0.1,0.9,"0.4","10","sesonality2",0.290018763036327,15
5,4,0.1,0.9,"0.4","25","sesonality2",0.314375343535094,15
5,4,0.1,0.9,"0.4","50","sesonality2",0.283919611955042,15
5,4,0.1,0.9,"0.4","75","sesonality2",0.281362668945559,15
5,4,0.1,0.9,"0.4","100","sesonality2",0.25901208379493,15
5,4,0.1,0.9,"0.4","125","sesonality2",0.270152014156714,15
5,4,0.1,0.9,"0.4","150","sesonality2",0.284828173078471,15
5,4,0.1,0.95,"0.05","10","sesonality2",0.502459455361906,15
5,4,0.1,0.95,"0.05","25","sesonality2",0.439177542619792,15
5,4,0.1,0.95,"0.05","50","sesonality2",0.472913545736746,15
5,4,0.1,0.95,"0.05","75","sesonality2",0.467767906430006,15
5,4,0.1,0.95,"0.05","100","sesonality2",0.456677743284657,15
5,4,0.1,0.95,"0.05","125","sesonality2",0.441692321961813,15
5,4,0.1,0.95,"0.05","150","sesonality2",0.464799578483672,15
5,4,0.1,0.95,"0.1","10","sesonality2",0.452188693135609,15
5,4,0.1,0.95,"0.1","25","sesonality2",0.382852032438181,15
5,4,0.1,0.95,"0.1","50","sesonality2",0.409499696030226,15
5,4,0.1,0.95,"0.1","75","sesonality2",0.415093611943096,15
5,4,0.1,0.95,"0.1","100","sesonality2",0.404945195865944,15
5,4,0.1,0.95,"0.1","125","sesonality2",0.379492837700277,15
5,4,0.1,0.95,"0.1","150","sesonality2",0.420836251615731,15
5,4,0.1,0.95,"0.2","10","sesonality2",0.428435629642851,15
5,4,0.1,0.95,"0.2","25","sesonality2",0.310767829479936,15
5,4,0.1,0.95,"0.2","50","sesonality2",0.312641352374753,15
5,4,0.1,0.95,"0.2","75","sesonality2",0.35591694483445,15
5,4,0.1,0.95,"0.2","100","sesonality2",0.370668197848815,15
5,4,0.1,0.95,"0.2","125","sesonality2",0.36626108307626,15
5,4,0.1,0.95,"0.2","150","sesonality2",0.355954343399856,15
5,4,0.1,0.95,"0.4","10","sesonality2",0.302941333730528,15
5,4,0.1,0.95,"0.4","25","sesonality2",0.336834385967067,15
5,4,0.1,0.95,"0.4","50","sesonality2",0.296578988530779,15
5,4,0.1,0.95,"0.4","75","sesonality2",0.300560922554954,15
5,4,0.1,0.95,"0.4","100","sesonality2",0.276374998440672,15
5,4,0.1,0.95,"0.4","125","sesonality2",0.289096155865762,15
5,4,0.1,0.95,"0.4","150","sesonality2",0.308196619431251,15
5,4,0.1,1,"0.05","10","sesonality2",0.526759359861933,15
5,4,0.1,1,"0.05","25","sesonality2",0.470534251969187,15
5,4,0.1,1,"0.05","50","sesonality2",0.491623973983319,15
5,4,0.1,1,"0.05","75","sesonality2",0.493686849693701,15
5,4,0.1,1,"0.05","100","sesonality2",0.487172510262353,15
5,4,0.1,1,"0.05","125","sesonality2",0.461917807656782,15
5,4,0.1,1,"0.05","150","sesonality2",0.476495744439945,15
5,4,0.1,1,"0.1","10","sesonality2",0.472374878521969,15
5,4,0.1,1,"0.1","25","sesonality2",0.408612205151686,15
5,4,0.1,1,"0.1","50","sesonality2",0.432704975534055,15
5,4,0.1,1,"0.1","75","sesonality2",0.432476372070089,15
5,4,0.1,1,"0.1","100","sesonality2",0.435178927253819,15
5,4,0.1,1,"0.1","125","sesonality2",0.408530249902928,15
5,4,0.1,1,"0.1","150","sesonality2",0.434554415900187,15
5,4,0.1,1,"0.2","10","sesonality2",0.44096306789725,15
5,4,0.1,1,"0.2","25","sesonality2",0.337439962727856,15
5,4,0.1,1,"0.2","50","sesonality2",0.337476612476867,15
5,4,0.1,1,"0.2","75","sesonality2",0.373092492972197,15
5,4,0.1,1,"0.2","100","sesonality2",0.397589132053125,15
5,4,0.1,1,"0.2","125","sesonality2",0.388065114623375,15
5,4,0.1,1,"0.2","150","sesonality2",0.383603971884539,15
5,4,0.1,1,"0.4","10","sesonality2",0.32802632390162,15
5,4,0.1,1,"0.4","25","sesonality2",0.348063907183052,15
5,4,0.1,1,"0.4","50","sesonality2",0.321347334005048,15
5,4,0.1,1,"0.4","75","sesonality2",0.31560820241097,15
5,4,0.1,1,"0.4","100","sesonality2",0.294248587046583,15
5,4,0.1,1,"0.4","125","sesonality2",0.304052057215008,15
5,4,0.1,1,"0.4","150","sesonality2",0.326696639460536,15
5,4,0.1,0.75,"0.05","10","sesonality2",0.732159032286224,42
5,4,0.1,0.75,"0.05","10","sesonality2",0.615529547610859,30
5,4,0.1,0.75,"0.05","10","sesonality2",0.562639432467378,25
5,4,0.1,0.75,"0.05","25","sesonality2",0.743740935120439,42
5,4,0.1,0.75,"0.05","25","sesonality2",0.603195750312461,30
5,4,0.1,0.75,"0.05","25","sesonality2",0.554526393029136,25
5,4,0.1,0.75,"0.05","50","sesonality2",0.751754828362825,42
5,4,0.1,0.75,"0.05","50","sesonality2",0.605271923775447,30
5,4,0.1,0.75,"0.05","50","sesonality2",0.548230294263229,25
5,4,0.1,0.75,"0.05","75","sesonality2",0.743223621029383,42
5,4,0.1,0.75,"0.05","75","sesonality2",0.613134925723077,30
5,4,0.1,0.75,"0.05","75","sesonality2",0.555742854264414,25
5,4,0.1,0.75,"0.05","100","sesonality2",0.745543952074511,42
5,4,0.1,0.75,"0.05","100","sesonality2",0.600326275660476,30
5,4,0.1,0.75,"0.05","100","sesonality2",0.5318355506652,25
5,4,0.1,0.75,"0.05","125","sesonality2",0.754480806515866,42
5,4,0.1,0.75,"0.05","125","sesonality2",0.605844397644358,30
5,4,0.1,0.75,"0.05","125","sesonality2",0.541669903563345,25
5,4,0.1,0.75,"0.05","150","sesonality2",0.750831991371953,42
5,4,0.1,0.75,"0.05","150","sesonality2",0.607271615539899,30
5,4,0.1,0.75,"0.05","150","sesonality2",0.546217202829716,25
5,4,0.1,0.75,"0.1","10","sesonality2",0.747401916527096,42
5,4,0.1,0.75,"0.1","10","sesonality2",0.649358455556482,30
5,4,0.1,0.75,"0.1","10","sesonality2",0.583315290874887,25
5,4,0.1,0.75,"0.1","25","sesonality2",0.719257272129637,42
5,4,0.1,0.75,"0.1","25","sesonality2",0.578622547286507,30
5,4,0.1,0.75,"0.1","25","sesonality2",0.503301327613974,25
5,4,0.1,0.75,"0.1","50","sesonality2",0.735646365620791,42
5,4,0.1,0.75,"0.1","50","sesonality2",0.591540232800357,30
5,4,0.1,0.75,"0.1","50","sesonality2",0.521395856891072,25
5,4,0.1,0.75,"0.1","75","sesonality2",0.725575318108575,42
5,4,0.1,0.75,"0.1","75","sesonality2",0.572354870719196,30
5,4,0.1,0.75,"0.1","75","sesonality2",0.519756806690005,25
5,4,0.1,0.75,"0.1","100","sesonality2",0.735896074159281,42
5,4,0.1,0.75,"0.1","100","sesonality2",0.562263735371265,30
5,4,0.1,0.75,"0.1","100","sesonality2",0.501949344002796,25
5,4,0.1,0.75,"0.1","125","sesonality2",0.735111956300049,42
5,4,0.1,0.75,"0.1","125","sesonality2",0.544958602725792,30
5,4,0.1,0.75,"0.1","125","sesonality2",0.484817076944167,25
5,4,0.1,0.75,"0.1","150","sesonality2",0.720620671230883,42
5,4,0.1,0.75,"0.1","150","sesonality2",0.555013742070572,30
5,4,0.1,0.75,"0.1","150","sesonality2",0.495272250384095,25
5,4,0.1,0.75,"0.2","10","sesonality2",0.695504511938425,42
5,4,0.1,0.75,"0.2","10","sesonality2",0.557304564738409,30
5,4,0.1,0.75,"0.2","10","sesonality2",0.481370527815324,25
5,4,0.1,0.75,"0.2","25","sesonality2",0.700624537456801,42
5,4,0.1,0.75,"0.2","25","sesonality2",0.558238646735037,30
5,4,0.1,0.75,"0.2","25","sesonality2",0.462706232874707,25
5,4,0.1,0.75,"0.2","50","sesonality2",0.692771799694887,42
5,4,0.1,0.75,"0.2","50","sesonality2",0.554650403660279,30
5,4,0.1,0.75,"0.2","50","sesonality2",0.482176058972919,25
5,4,0.1,0.75,"0.2","75","sesonality2",0.696007741102217,42
5,4,0.1,0.75,"0.2","75","sesonality2",0.548692205590972,30
5,4,0.1,0.75,"0.2","75","sesonality2",0.455080326838008,25
5,4,0.1,0.75,"0.2","100","sesonality2",0.697618193386773,42
5,4,0.1,0.75,"0.2","100","sesonality2",0.535856218792055,30
5,4,0.1,0.75,"0.2","100","sesonality2",0.460137847705164,25
5,4,0.1,0.75,"0.2","125","sesonality2",0.725966748101243,42
5,4,0.1,0.75,"0.2","125","sesonality2",0.573880611683658,30
5,4,0.1,0.75,"0.2","125","sesonality2",0.474653681216088,25
5,4,0.1,0.75,"0.2","150","sesonality2",0.71371345864885,42
5,4,0.1,0.75,"0.2","150","sesonality2",0.549144284400819,30
5,4,0.1,0.75,"0.2","150","sesonality2",0.468911113576291,25
5,4,0.1,0.75,"0.4","10","sesonality2",0.637901821414175,42
5,4,0.1,0.75,"0.4","10","sesonality2",0.516760846978605,30
5,4,0.1,0.75,"0.4","10","sesonality2",0.399750736516609,25
5,4,0.1,0.75,"0.4","25","sesonality2",0.652683319317032,42
5,4,0.1,0.75,"0.4","25","sesonality2",0.508071035900992,30
5,4,0.1,0.75,"0.4","25","sesonality2",0.411044845745784,25
5,4,0.1,0.75,"0.4","50","sesonality2",0.66572664408263,42
5,4,0.1,0.75,"0.4","50","sesonality2",0.513784209574734,30
5,4,0.1,0.75,"0.4","50","sesonality2",0.425874658180881,25
5,4,0.1,0.75,"0.4","75","sesonality2",0.658990531659873,42
5,4,0.1,0.75,"0.4","75","sesonality2",0.507314541140494,30
5,4,0.1,0.75,"0.4","75","sesonality2",0.399572285806037,25
5,4,0.1,0.75,"0.4","100","sesonality2",0.655625906897502,42
5,4,0.1,0.75,"0.4","100","sesonality2",0.505430290268958,30
5,4,0.1,0.75,"0.4","100","sesonality2",0.419866064384881,25
5,4,0.1,0.75,"0.4","125","sesonality2",0.67221264859264,42
5,4,0.1,0.75,"0.4","125","sesonality2",0.506338384662932,30
5,4,0.1,0.75,"0.4","125","sesonality2",0.420722496840927,25
5,4,0.1,0.75,"0.4","150","sesonality2",0.664228512129047,42
5,4,0.1,0.75,"0.4","150","sesonality2",0.517966257644016,30
5,4,0.1,0.75,"0.4","150","sesonality2",0.415922824282366,25
5,4,0.1,0.8,"0.05","10","sesonality2",0.76809718744782,42
5,4,0.1,0.8,"0.05","10","sesonality2",0.656892329966657,30
5,4,0.1,0.8,"0.05","10","sesonality2",0.595187195632597,25
5,4,0.1,0.8,"0.05","25","sesonality2",0.781484518319754,42
5,4,0.1,0.8,"0.05","25","sesonality2",0.662790881679804,30
5,4,0.1,0.8,"0.05","25","sesonality2",0.605182254691375,25
5,4,0.1,0.8,"0.05","50","sesonality2",0.792824801611622,42
5,4,0.1,0.8,"0.05","50","sesonality2",0.652274226493516,30
5,4,0.1,0.8,"0.05","50","sesonality2",0.591581932692516,25
5,4,0.1,0.8,"0.05","75","sesonality2",0.788287025285816,42
5,4,0.1,0.8,"0.05","75","sesonality2",0.652671686061267,30
5,4,0.1,0.8,"0.05","75","sesonality2",0.594854488147354,25
