"Survey","EIR","MDA"
1546,0.01,0
1547,0.01,0
1548,0.01,0
1549,0.01,0
1550,0.01,0
1551,0.01,0
1552,0.01,0
1553,0.01,0
1554,0.01,0
1555,0.01,0
1556,0.01,0
1557,0.01,0
1558,0.01,0
1559,0.01,0
1560,0.01,0
1561,0.01,0
1562,0.01,0
1563,0.01,0
1564,0.01,0
1565,0.0242442,0
1566,0.045771,0
1567,0.07491,0
1568,0.114101,0
1569,0.167043,0
1570,0.238273,0
1571,0.3326,0
1572,0.454251,0
1573,0.607343,0
1574,0.798612,0
1575,1.03108,0
1576,1.30291,0
1577,1.60983,0
1578,1.94745,0
1579,2.29183,0
1580,2.61169,0
1581,2.88061,0
1582,3.07396,0
1583,3.17285,0
1584,3.17523,0
1585,3.087,0
1586,2.92187,0
1587,2.70204,0
1588,2.44777,0
1589,2.17724,0
1590,1.90289,0
1591,1.63681,0
1592,1.38901,0
1593,1.16535,0
1594,0.96723,0
1595,0.793079,0
1596,0.642471,0
1597,0.515162,0
1598,0.409388,0
1599,0.322949,0
1600,0.252817,0
1601,0.196221,0
1602,0.150853,0
1603,0.114796,0
1604,0.086271,0
1605,0.063688,0
1606,0.045751,0
1607,0.0315661,0
1608,0.0202194,0
1609,0.0108892,0
1610,0.01,0
1611,0.01,0
1612,0.01,0
1613,0.01,0
1614,0.01,0
1615,0.01,0
1616,0.01,0
1617,0.01,0
1618,0.01,0
1619,0.01,0
1620,0.01,0
1621,0.01,0
1622,0.01,0
1623,0.01,0
1624,0.01,0
1625,0.01,0
1626,0.01,0
1627,0.01,0
1628,0.01,0
1629,0.01,0
1630,0.01,0
1631,0.01,0
1632,0.01,0
1633,0.01,0
1634,0.01,0
1635,0.01,0
1636,0.01,0
1637,0.01,0
1638,0.0242053,0
1639,0.046232,0
1640,0.075401,0
1641,0.113951,0
1642,0.165418,0
1643,0.235005,0
1644,0.328012,0
1645,0.448736,0
1646,0.601758,0
1647,0.792303,0
1648,1.02608,0
1649,1.30248,0
1650,1.61052,0
1651,1.93762,0
1652,2.27083,0
1653,2.58566,0
1654,2.85336,0
1655,3.04777,0
1656,3.15238,0
1657,3.15778,0
1658,3.07096,0
1659,2.91142,0
1660,2.69779,0
1661,2.44532,0
1662,2.17273,0
1663,1.89636,0
1664,1.63071,0
1665,1.38458,0
1666,1.16117,0
1667,0.9628,0
1668,0.789706,0
1669,0.640431,0
1670,0.513782,0
1671,0.408391,0
1672,0.322273,0
1673,0.252238,0
1674,0.19573,0
1675,0.150716,0
1676,0.115096,0
1677,0.086919,0
1678,0.06443,0
1679,0.046393,0
1680,0.0319085,0
1681,0.0202752,0
1682,0.0108374,0
1683,0.01,0
1684,0.01,0
1685,0.01,0
1686,0.01,0
1687,0.01,0
1688,0.01,0
1689,0.01,0
1690,0.01,0
1691,0.01,0
1692,0.01,0
1693,0.01,0
1694,0.01,0
1695,0.01,0
1696,0.01,0
1697,0.01,0
1698,0.01,0
1699,0.01,0
1700,0.01,0
1701,0.01,0
1702,0.01,0
1703,0.01,0
1704,0.01,0
1705,0.01,0
1706,0.01,0
1707,0.01,0
1708,0.01,0
1709,0.01,0
1710,0.01,0
1711,0.023052,0
1712,0.045571,0
1713,0.075444,0
1714,0.115121,0
1715,0.168689,0
1716,0.240399,0
1717,0.33482,0
1718,0.457723,0
1719,0.61176,0
1720,0.79955,0
1721,1.02416,0
1722,1.28717,0
1723,1.59185,0
1724,1.92949,0
1725,2.27633,0
1726,2.6068,0
1727,2.88985,0
1728,3.09048,0
1729,3.19149,0
1730,3.19068,0
1731,3.10044,0
1732,2.93666,0
1733,2.71559,0
1734,2.45462,0
1735,2.17766,0
1736,1.90289,0
1737,1.6402,0
1738,1.39439,0
1739,1.1692,0
1740,0.96821,0
1741,0.79282,0
1742,0.642439,0
1743,0.515629,0
1744,0.410368,0
1745,0.324096,0
1746,0.253933,0
1747,0.197297,0
1748,0.151903,0
1749,0.115746,0
1750,0.087103,0
1751,0.064494,0
1752,0.046654,0
1753,0.0323794,0
1754,0.020714,0
1755,0.0110369,0
1756,0.01,0
1757,0.01,0
1758,0.01,0
1759,0.01,0
1760,0.01,0
1761,0.01,0
1762,0.01,0
1763,0.01,0
1764,0.01,0
1765,0.01,0
1766,0.01,0
1767,0.01,0
1768,0.01,0
1769,0.01,0
1770,0.01,0
1771,0.01,0
1772,0.01,0
1773,0.01,0
1774,0.01,0
1775,0.01,0
1776,0.01,0
1777,0.01,0
1778,0.01,0
1779,0.01,0
1780,0.01,0
1781,0.01,0
1782,0.01,0
1783,0.01,0
1784,0.0234934,0
1785,0.045812,0
1786,0.074576,0
1787,0.112414,0
1788,0.163984,0
1789,0.234133,0
1790,0.326836,0
1791,0.444879,0
1792,0.592971,0
1793,0.778255,0
1794,1.00811,0
1795,1.28888,0
1796,1.611,0
1797,1.95664,0
1798,2.30183,0
1799,2.62092,0
1800,2.8909,0
1801,3.08085,0
1802,3.17408,0
1803,3.17201,0
1804,3.0802,0
1805,2.91156,0
1806,2.6896,0
1807,2.43703,0
1808,2.16859,0
1809,1.8982,0
1810,1.63711,0
1811,1.39319,0
1812,1.16922,0
1813,0.9682,0
1814,0.792156,0
1815,0.641279,0
1816,0.514222,0
1817,0.408658,0
1818,0.322407,0
1819,0.252766,0
1820,0.196594,0
1821,0.151516,0
1822,0.115576,0
1823,0.086987,0
1824,0.064222,0
1825,0.046116,0
1826,0.0316952,0
1827,0.0201573,0
1828,0.0108101,0
1829,0.01,0
1830,0.01,0
1831,0.01,0
1832,0.01,0
1833,0.01,0
1834,0.01,0
1835,0.01,0
1836,0.01,0
1837,0.01,0
1838,0.01,0
1839,0.01,0
1840,0.01,0
1841,0.01,0
1842,0.01,0
1843,0.01,0
1844,0.01,0
1845,0.01,0
1846,0.01,0
1847,0.01,0
1848,0.01,0
1849,0.01,0
1850,0.01,0
1851,0.01,0
1852,0.01,0
1853,0.01,0
1854,0.01,0
1855,0.01,0
1856,0.01,0
1857,0.0217578,0
1858,0.042516,0
1859,0.070236,0
1860,0.107909,0
1861,0.158983,0
1862,0.227072,0
1863,0.316316,0
1864,0.432913,0
1865,0.583198,0
1866,0.775501,0
1867,1.01491,0
1868,1.28938,0
1869,1.59204,0
1870,1.92243,0
1871,2.2642,0
1872,2.58528,0
1873,2.85215,0
1874,3.04526,0
1875,3.1506,0
1876,3.15803,0
1877,3.06843,0
1878,2.90004,0
1879,2.67769,0
1880,2.42416,0
1881,2.15508,0
1882,1.88394,0
1883,1.62341,0
1884,1.38003,0
1885,1.15774,0
1886,0.95924,0
1887,0.786351,0
1888,0.638432,0
1889,0.513306,0
1890,0.408768,0
1891,0.322507,0
1892,0.252187,0
1893,0.195568,0
1894,0.150415,0
1895,0.114832,0
1896,0.086734,0
1897,0.064359,0
1898,0.046407,0
1899,0.032033,0
1900,0.0205189,0
1901,0.011234,0
1902,0.01,0
1903,0.01,0
1904,0.01,0
1905,0.01,0
1906,0.01,0
1907,0.01,0
1908,0.01,0
1909,0.01,0
1910,0.01,0
1911,0.01,0
1912,0.01,0
1913,0.01,0
1914,0.01,0
1915,0.01,0
1916,0.01,0
1917,0.01,0
1918,0.01,0
1919,0.01,0
1920,0.01,0
1921,0.01,0
1922,0.01,0
1923,0.01,0
1924,0.01,0
1925,0.01,0
1926,0.01,0
1927,0.01,0
1928,0.01,0
1929,0.01,0
1930,0.0233454,0
1931,0.044118,0
1932,0.071928,0
1933,0.109433,0
1934,0.159894,0
1935,0.228103,0
1936,0.319975,0
1937,0.443142,0
1938,0.602145,0
1939,0.798098,0
1940,1.02983,0
1941,1.29957,0
1942,1.61087,0
1943,1.95228,0
1944,2.29329,0
1945,2.5981,0
1946,2.84836,0
1947,3.03577,0
1948,3.14662,0
1949,3.16701,0
1950,3.09,0
1951,2.92841,0
1952,2.70331,0
1953,2.44404,0
1954,2.17303,0
1955,1.90076,0
1956,1.63615,0
1957,1.3881,0
1958,1.16196,0
1959,0.96143,0
1960,0.787025,0
1961,0.638286,0
1962,0.513209,0
1963,0.409029,0
1964,0.323315,0
1965,0.253537,0
1966,0.197277,0
1967,0.152378,0
1968,0.116647,0
1969,0.088276,0
1970,0.065668,0
1971,0.04752,0
1972,0.0328591,0
1973,0.0209805,0
1974,0.0113397,0
1975,0.01,0
1976,0.01,0
1977,0.01,0
1978,0.01,0
1979,0.01,0
1980,0.01,0
1981,0.01,0
1982,0.01,0
1983,0.01,0
1984,0.01,0
1985,0.01,0
1986,0.01,0
1987,0.01,0
1988,0.01,0
1989,0.01,0
1990,0.01,0
1991,0.01,0
1992,0.01,0
1993,0.01,0
1994,0.01,0
1995,0.01,0
1996,0.01,0
1997,0.01,0
1998,0.01,0
1999,0.01,0
2000,0.01,0
2001,0.01,0
2002,0.01,0
2003,0.0255352,0
2004,0.046211,0
2005,0.074732,0
2006,0.113089,0
2007,0.163608,0
2008,0.23245,0
2009,0.325424,0
2010,0.447947,0
2011,0.606999,0
2012,0.809309,0
2013,1.05784,0
2014,1.34341,0
2015,1.65926,0
2016,1.99489,0
2017,2.32744,0
2018,2.62903,0
2019,2.87667,0
2020,3.05158,0
2021,3.13903,0
2022,3.13846,0
2023,3.05783,0
2024,2.90751,0
2025,2.70119,0
2026,2.45638,0
2027,2.19076,0
2028,1.91754,0
2029,1.64999,0
2030,1.39905,0
2031,1.17056,0
2032,0.968,0
2033,0.792282,0
2034,0.642217,0
2035,0.515519,0
2036,0.410317,0
2037,0.324017,0
2038,0.253882,0
2039,0.197393,0
2040,0.152262,0
2041,0.116452,0
2042,0.088061,0
2043,0.06542,0
2044,0.047277,0
2045,0.0326633,0
2046,0.0209153,0
2047,0.0114488,0
2048,0.01,0
2049,0.01,0
2050,0.01,0
2051,0.01,0
2052,0.01,0
2053,0.01,0
2054,0.01,0
2055,0.01,0
2056,0.01,0
2057,0.01,0
2058,0.01,0
2059,0.01,0
2060,0.01,0
2061,0.01,0
2062,0.01,0
2063,0.01,0
2064,0.01,0
2065,0.01,0
2066,0.01,0
2067,0.01,0
2068,0.01,0
2069,0.01,0
2070,0.01,0
2071,0.01,0
2072,0.01,0
2073,0.01,0
2074,0.01,0
2075,0.01,0
2076,0.0249119,0
2077,0.046279,0
2078,0.07571,0
2079,0.116069,0
2080,0.169483,0
2081,0.238489,0
2082,0.327902,0
2083,0.445367,0
2084,0.599023,0
2085,0.791049,0
2086,1.02645,0
2087,1.30412,0
2088,1.61715,0
2089,1.95474,0
2090,2.29842,0
2091,2.62371,0
2092,2.89916,0
2093,3.09596,0
2094,3.19715,0
2095,3.1962,0
2096,3.10214,0
2097,2.93682,0
2098,2.71853,0
2099,2.46301,0
2100,2.18709,0
2101,1.90823,0
2102,1.63957,0
2103,1.39168,0
2104,1.16623,0
2105,0.966,0
2106,0.790933,0
2107,0.641052,0
2108,0.515216,0
2109,0.411002,0
2110,0.325594,0
2111,0.255894,0
2112,0.199146,0
2113,0.153322,0
2114,0.11667,0
2115,0.087617,0
2116,0.064583,0
2117,0.046277,0
2118,0.0317092,0
2119,0.0201113,0
2120,0.0108273,0
2121,0.01,0
2122,0.01,0
2123,0.01,0
2124,0.01,0
2125,0.01,0
2126,0.01,0
2127,0.01,0
2128,0.01,0
2129,0.01,0
2130,0.01,0
2131,0.01,0
2132,0.01,0
2133,0.01,0
2134,0.01,0
2135,0.01,0
2136,0.01,0
2137,0.01,0
2138,0.01,0
2139,0.01,0
2140,0.01,0
2141,0.01,0
2142,0.01,0
2143,0.01,0
2144,0.01,0
2145,0.01,0
2146,0.01,0
2147,0.01,0
2148,0.01,0
2149,0.0252981,0
2150,0.047988,0
2151,0.078353,0
2152,0.119161,0
2153,0.173015,0
2154,0.24459,0
2155,0.3382,0
2156,0.458582,0
2157,0.612063,0
2158,0.805069,0
2159,1.03958,0
2160,1.31336,0
2161,1.63107,0
2162,1.97856,0
2163,2.32548,0
2164,2.64297,0
2165,2.90199,0
2166,3.08041,0
2167,3.17607,0
2168,3.18244,0
2169,3.09806,0
2170,2.93582,0
2171,2.71523,0
2172,2.45844,0
2173,2.18584,0
2174,1.91268,0
2175,1.64728,0
2176,1.39763,0
2177,1.17057,0
2178,0.96821,0
2179,0.792109,0
2180,0.641856,0
2181,0.515348,0
2182,0.410219,0
2183,0.324209,0
2184,0.254484,0
2185,0.198195,0
2186,0.15312,0
2187,0.11706,0
2188,0.088278,0
2189,0.065324,0
2190,0.047053,0
2191,0.0326024,0
2192,0.0210589,0
2193,0.0116469,0
2194,0.01,0
2195,0.01,0
2196,0.01,0
2197,0.01,0
2198,0.01,0
2199,0.01,0
2200,0.01,0
2201,0.01,0
2202,0.01,0
2203,0.01,0
2204,0.01,0
2205,0.01,0
2206,0.01,0
2207,0.01,0
2208,0.01,0
2209,0.01,0
2210,0.01,0
2211,0.01,0
2212,0.01,0
2213,0.01,0
2214,0.01,0
2215,0.01,0
2216,0.01,0
2217,0.01,0
2218,0.01,0
2219,0.01,0
2220,0.01,0
2221,0.01,0
2222,0.0237524,0
2223,0.04445,0
2224,0.0722,0
2225,0.110683,0
2226,0.164001,0
2227,0.235644,0
2228,0.329339,0
2229,0.449444,0
2230,0.600616,0
2231,0.788824,0
2232,1.02103,0
2233,1.30337,0
2234,1.62946,6731
2235,1.97905,0
2236,2.31593,0
2237,2.6209,0
2238,2.85275,0
2239,2.97386,0
2240,2.99345,6745
2241,2.93333,0
2242,2.82658,0
2243,2.68045,0
2244,2.4876,0
2245,2.24744,0
2246,1.98499,6752
2247,1.72285,0
2248,1.47811,0
2249,1.25786,0
2250,1.05971,0
2251,0.8781,0
2252,0.716534,6753
2253,0.577225,0
2254,0.461418,0
2255,0.366764,0
2256,0.289398,0
2257,0.225465,0
2258,0.17314,0
2259,0.130956,0
2260,0.09775,0
2261,0.071982,0
2262,0.052209,0
2263,0.0370186,0
2264,0.025196,0
2265,0.0158136,0
2266,0.01,0
2267,0.01,0
2268,0.01,0
2269,0.01,0
2270,0.01,0
2271,0.01,0
2272,0.01,0
2273,0.01,0
2274,0.01,0
2275,0.01,0
2276,0.01,0
2277,0.01,0
2278,0.01,0
2279,0.01,0
2280,0.01,0
2281,0.01,0
2282,0.01,0
2283,0.01,0
2284,0.01,0
2285,0.01,0
2286,0.01,0
2287,0.01,0
2288,0.01,0
2289,0.01,0
2290,0.01,0
2291,0.01,0
2292,0.01,0
2293,0.01,0
2294,0.01,0
2295,0.0200838,0
2296,0.04138,0
2297,0.069405,0
2298,0.107464,0
2299,0.159313,0
2300,0.228513,0
2301,0.31747,0
2302,0.431056,0
2303,0.577025,0
2304,0.765242,0
2305,0.99891,0
2306,1.27056,0
2307,1.57541,6747
2308,1.90569,0
2309,2.24553,0
2310,2.57155,0
2311,2.82861,0
2312,2.96594,0
2313,2.99106,6754
2314,2.93266,0
2315,2.82438,0
2316,2.68106,0
2317,2.49514,0
2318,2.25922,0
2319,1.99591,6752
2320,1.72925,0
2321,1.48227,0
2322,1.26211,0
2323,1.06367,0
2324,0.881339,0
2325,0.718354,6760
2326,0.577637,0
2327,0.46075,0
2328,0.365978,0
2329,0.289056,0
2330,0.225549,0
2331,0.173482,0
2332,0.131318,0
2333,0.098214,0
2334,0.072724,0
2335,0.053266,0
2336,0.0382059,0
2337,0.0262787,0
2338,0.0166395,0
2339,0.01,0
2340,0.01,0
2341,0.01,0
2342,0.01,0
2343,0.01,0
2344,0.01,0
2345,0.01,0
2346,0.01,0
2347,0.01,0
2348,0.01,0
2349,0.01,0
2350,0.01,0
2351,0.01,0
2352,0.01,0
2353,0.01,0
2354,0.01,0
2355,0.01,0
2356,0.01,0
2357,0.01,0
2358,0.01,0
2359,0.01,0
2360,0.01,0
2361,0.01,0
2362,0.01,0
2363,0.01,0
2364,0.01,0
2365,0.01,0
2366,0.01,0
2367,0.01,0
2368,0.0232615,0
2369,0.044681,0
2370,0.073218,0
2371,0.111827,0
2372,0.163239,0
2373,0.230537,0
2374,0.31946,0
2375,0.436045,0
2376,0.588603,0
2377,0.779167,0
2378,1.00637,0
2379,1.27363,0
2380,1.58181,6702
2381,1.92175,0
2382,2.26701,0
2383,2.58349,0
2384,2.82569,0
2385,2.95759,0
2386,2.98672,6694
2387,2.93914,0
2388,2.83954,0
2389,2.69902,0
2390,2.51028,0
2391,2.27236,0
2392,2.0085,6708
2393,1.74226,0
2394,1.49569,0
2395,1.27659,0
2396,1.07691,0
2397,0.890848,0
2398,0.72412,6719
2399,0.581493,0
2400,0.464211,0
2401,0.369526,0
2402,0.292725,0
2403,0.228897,0
2404,0.176088,0
2405,0.13344,0
2406,0.100112,0
2407,0.074547,0
2408,0.055015,0
2409,0.0398325,0
2410,0.0277992,0
2411,0.0180262,0
2412,0.01,0
2413,0.01,0
2414,0.01,0
2415,0.01,0
2416,0.01,0
2417,0.01,0
2418,0.01,0
2419,0.01,0
2420,0.01,0
2421,0.01,0
2422,0.01,0
2423,0.01,0
2424,0.01,0
2425,0.01,0
2426,0.01,0
2427,0.01,0
2428,0.01,0
2429,0.01,0
2430,0.01,0
2431,0.01,0
2432,0.01,0
2433,0.01,0
2434,0.01,0
2435,0.01,0
2436,0.01,0
2437,0.01,0
2438,0.01,0
2439,0.01,0
2440,0.01,0
2441,0.0260974,0
2442,0.047975,0
2443,0.075984,0
2444,0.11297,0
2445,0.163257,0
2446,0.231556,0
2447,0.322497,0
2448,0.441013,0
2449,0.597385,0
2450,0.799835,0
2451,1.05217,0
2452,1.35126,0
2453,1.68023,6739
2454,2.02141,0
2455,2.35491,0
2456,2.66518,0
2457,2.90905,0
2458,3.03107,0
2459,3.03874,6736
2460,2.96243,0
2461,2.84066,0
2462,2.69737,0
2463,2.51724,0
2464,2.28374,0
2465,2.02185,6747
2466,1.7564,0
2467,1.5101,0
2468,1.28972,0
2469,1.0888,0
2470,0.901398,0
2471,0.732721,6748
2472,0.587442,0
2473,0.468039,0
2474,0.372027,0
2475,0.294044,0
2476,0.22954,0
2477,0.176751,0
2478,0.134187,0
2479,0.100805,0
2480,0.075012,0
2481,0.055127,0
2482,0.0395855,0
2483,0.0273977,0
2484,0.0176574,0
2485,0.01,0
2486,0.01,0
2487,0.01,0
2488,0.01,0
2489,0.01,0
2490,0.01,0
2491,0.01,0
2492,0.01,0
2493,0.01,0
2494,0.01,0
2495,0.01,0
2496,0.01,0
2497,0.01,0
2498,0.01,0
2499,0.01,0
2500,0.01,0
2501,0.01,0
2502,0.01,0
2503,0.01,0
2504,0.01,0
2505,0.01,0
2506,0.01,0
2507,0.01,0
2508,0.01,0
2509,0.01,0
2510,0.01,0
2511,0.01,0
2512,0.01,0
2513,0.01,0
2514,0.0254526,0
2515,0.047203,0
2516,0.077205,0
2517,0.117678,0
2518,0.171494,0
2519,0.243537,0
2520,0.33998,0
2521,0.46456,0
2522,0.621147,0
2523,0.814546,0
2524,1.04875,0
2525,1.32655,0
2526,1.64401,6792
2527,1.99418,0
2528,2.35351,0
2529,2.6882,0
2530,2.94191,0
2531,3.06434,0
2532,3.07232,6788
2533,3.00065,0
2534,2.88508,0
2535,2.73629,0
2536,2.54522,0
2537,2.30305,0
2538,2.03556,6783
2539,1.76726,0
2540,1.51878,0
2541,1.29664,0
2542,1.09457,0
2543,0.906352,0
2544,0.737126,6780
2545,0.591474,0
2546,0.471671,0
2547,0.375116,0
2548,0.296728,0
2549,0.231686,0
2550,0.178221,0
2551,0.13516,0
2552,0.101434,0
2553,0.075373,0
2554,0.055367,0
2555,0.0399055,0
2556,0.0278661,0
2557,0.0182616,0
2558,0.010223,0
2559,0.01,0
2560,0.01,0
2561,0.01,0
2562,0.01,0
2563,0.01,0
2564,0.01,0
2565,0.01,0
2566,0.01,0
2567,0.01,0
2568,0.01,0
2569,0.01,0
2570,0.01,0
2571,0.01,0
2572,0.01,0
2573,0.01,0
2574,0.01,0
2575,0.01,0
2576,0.01,0
2577,0.01,0
2578,0.01,0
2579,0.01,0
2580,0.01,0
2581,0.01,0
2582,0.01,0
2583,0.01,0
2584,0.01,0
2585,0.01,0
2586,0.01,0
2587,0.0259147,0
2588,0.049454,0
2589,0.080061,0
2590,0.119385,0
2591,0.170721,0
2592,0.240378,0
2593,0.336245,0
2594,0.462791,0
2595,0.6237,0
2596,0.823842,0
2597,1.06882,0
2598,1.35965,0
2599,1.68802,6690
2600,2.03728,0
2601,2.38988,0
2602,2.72,0
2603,2.97068,0
2604,3.09579,0
2605,3.10806,6672
2606,3.04009,0
2607,2.92387,0
2608,2.77211,0
2609,2.57709,0
2610,2.33201,0
2611,2.05911,6666
2612,1.78504,0
2613,1.53097,0
2614,1.30511,0
2615,1.10125,0
2616,0.912205,0
2617,0.742707,6687
2618,0.596577,0
2619,0.476311,0
2620,0.379391,0
2621,0.300419,0
2622,0.2346,0
2623,0.180532,0
2624,0.136937,0
2625,0.10272,0
2626,0.076298,0
2627,0.056142,0
2628,0.040606,0
2629,0.0284175,0
2630,0.0185908,0
2631,0.0104255,0
2632,0.01,0
2633,0.01,0
2634,0.01,0
2635,0.01,0
2636,0.01,0
2637,0.01,0
2638,0.01,0
2639,0.01,0
2640,0.01,0
2641,0.01,0
2642,0.01,0
2643,0.01,0
2644,0.01,0
2645,0.01,0
2646,0.01,0
2647,0.01,0
2648,0.01,0
2649,0.01,0
2650,0.01,0
2651,0.01,0
2652,0.01,0
2653,0.01,0
2654,0.01,0
2655,0.01,0
2656,0.01,0
2657,0.01,0
2658,0.01,0
2659,0.0114684,0
2660,0.0279648,0
2661,0.049977,0
2662,0.080252,0
2663,0.121669,0
2664,0.177621,0
2665,0.253526,0
2666,0.354761,0
2667,0.487878,0
2668,0.655842,0
2669,0.859697,0
2670,1.10446,0
2671,1.39252,0
2672,1.71869,6750
2673,2.06951,0
2674,2.42696,0
2675,2.76708,0
2676,3.02857,0
2677,3.16535,0
2678,3.1885,6750
2679,3.12455,0
2680,3.00263,0
2681,2.84291,0
2682,2.64211,0
2683,2.38575,0
2684,2.10053,6762
2685,1.81461,0
2686,1.55263,0
2687,1.3214,0
2688,1.11354,0
2689,0.921589,0
2690,0.750062,6748
2691,0.602798,0
2692,0.481748,0
2693,0.383836,0
2694,0.303774,0
2695,0.236893,0
2696,0.181946,0
2697,0.137738,0
2698,0.103415,0
2699,0.077168,0
2700,0.057194,0
2701,0.0418,0
2702,0.0296741,0
2703,0.0198938,0
2704,0.0115676,0
2705,0.01,0
2706,0.01,0
2707,0.01,0
2708,0.01,0
2709,0.01,0
2710,0.01,0
2711,0.01,0
2712,0.01,0
2713,0.01,0
2714,0.01,0
2715,0.01,0
2716,0.01,0
2717,0.01,0
2718,0.01,0
2719,0.01,0
2720,0.01,0
2721,0.01,0
2722,0.01,0
2723,0.01,0
2724,0.01,0
2725,0.01,0
2726,0.01,0
2727,0.01,0
2728,0.01,0
2729,0.01,0
2730,0.01,0
2731,0.01,0
2732,0.0118804,0
2733,0.0293734,0
2734,0.052391,0
2735,0.082651,0
2736,0.122269,0
2737,0.176208,0
2738,0.250729,0
2739,0.349743,0
2740,0.4765,0
2741,0.639276,0
2742,0.846944,0
2743,1.10049,0
2744,1.40118,0
2745,1.74068,6729
2746,2.09753,0
2747,2.45358,0
2748,2.7837,0
2749,3.03231,0
2750,3.15343,0
2751,3.16294,6717
2752,3.08819,0
2753,2.96304,0
2754,2.80647,0
2755,2.61244,0
2756,2.36818,0
2757,2.09524,6705
2758,1.81669,0
2759,1.55587,0
2760,1.32357,0
2761,1.11433,0
2762,0.92222,0
2763,0.751037,6705
2764,0.603687,0
2765,0.482489,0
2766,0.384526,0
2767,0.304654,0
2768,0.237956,0
2769,0.182803,0
2770,0.138252,0
2771,0.103592,0
2772,0.077113,0
2773,0.056959,0
2774,0.041362,0
2775,0.0291075,0
2776,0.0192542,0
2777,0.0110834,0
2778,0.01,0
2779,0.01,0
2780,0.01,0
2781,0.01,0
2782,0.01,0
2783,0.01,0
2784,0.01,0
2785,0.01,0
2786,0.01,0
2787,0.01,0
2788,0.01,0
2789,0.01,0
2790,0.01,0
2791,0.01,0
2792,0.01,0
2793,0.01,0
2794,0.01,0
2795,0.01,0
2796,0.01,0
2797,0.01,0
2798,0.01,0
2799,0.01,0
2800,0.01,0
2801,0.01,0
2802,0.01,0
2803,0.01,0
2804,0.01,0
2805,0.0111359,0
2806,0.0284191,0
2807,0.050479,0
2808,0.079242,0
2809,0.118024,0
2810,0.170606,0
2811,0.242243,0
2812,0.339114,0
2813,0.465514,0
2814,0.628387,0
2815,0.837193,0
2816,1.09471,0
2817,1.39845,0
2818,1.74415,6763
2819,2.11769,0
2820,2.49294,0
2821,2.83691,0
2822,3.08475,0
2823,3.1939,0
2824,3.18709,6760
2825,3.10095,0
2826,2.97563,0
2827,2.82053,0
2828,2.62422,0
2829,2.37731,0
2830,2.10377,6748
2831,1.82425,0
2832,1.56218,0
2833,1.33028,0
2834,1.12243,0
2835,0.930259,0
2836,0.757895,6755
2837,0.608883,0
2838,0.485537,0
2839,0.38588,0
2840,0.305249,0
2841,0.238372,0
2842,0.183465,0
2843,0.139325,0
2844,0.105054,0
2845,0.078765,0
2846,0.058564,0
2847,0.042829,0
2848,0.0304293,0
2849,0.0204926,0
2850,0.0122073,0
2851,0.01,0
2852,0.01,0
2853,0.01,0
2854,0.01,0
2855,0.01,0
2856,0.01,0
2857,0.01,0
2858,0.01,0
2859,0.01,0
2860,0.01,0
2861,0.01,0
2862,0.01,0
2863,0.01,0
2864,0.01,0
2865,0.01,0
2866,0.01,0
2867,0.01,0
2868,0.01,0
2869,0.01,0
2870,0.01,0
2871,0.01,0
2872,0.01,0
2873,0.01,0
2874,0.01,0
2875,0.01,0
2876,0.01,0
2877,0.01,0
2878,0.0116924,0
2879,0.0291774,0
2880,0.05258,0
2881,0.084001,0
2882,0.125997,0
2883,0.182588,0
2884,0.25832,0
2885,0.357139,0
2886,0.485738,0
2887,0.65626,0
2888,0.872847,0
2889,1.13134,0
2890,1.43136,0
2891,1.77745,6750
2892,2.15212,0
2893,2.51879,0
2894,2.85036,0
2895,3.09301,0
2896,3.21106,0
2897,3.22079,6736
2898,3.14745,0
2899,3.02574,0
2900,2.87041,0
2901,2.66736,0
2902,2.40889,0
2903,2.12444,6732
2904,1.83944,0
2905,1.57537,0
2906,1.34055,0
2907,1.1294,0
2908,0.934608,0
2909,0.761026,6734
2910,0.611648,0
2911,0.488146,0
2912,0.388483,0
2913,0.307268,0
2914,0.239618,0
2915,0.184145,0
2916,0.139635,0
2917,0.104948,0
2918,0.078408,0
2919,0.058327,0
2920,0.042812,0
2921,0.030457,0
2922,0.0203111,0
2923,0.0116973,0
2924,0.01,0
2925,0.01,0
2926,0.01,0
2927,0.01,0
2928,0.01,0
2929,0.01,0
2930,0.01,0
2931,0.01,0
2932,0.01,0
2933,0.01,0
2934,0.01,0
2935,0.01,0
2936,0.01,0
2937,0.01,0
2938,0.01,0
2939,0.01,0
2940,0.01,0
2941,0.01,0
2942,0.01,0
2943,0.01,0
2944,0.01,0
2945,0.01,0
2946,0.01,0
2947,0.01,0
2948,0.01,0
2949,0.01,0
2950,0.01,0
2951,0.0133807,0
2952,0.0312357,0
2953,0.055571,0
2954,0.088004,0
2955,0.130936,0
2956,0.187173,0
2957,0.260682,0
2958,0.357366,0
2959,0.48542,0
2960,0.654402,0
2961,0.869996,0
2962,1.13342,0
2963,1.43957,0
2964,1.77902,0
2965,2.14614,0
2966,2.51796,0
2967,2.85335,0
2968,3.12415,0
2969,3.30882,0
2970,3.39955,0
2971,3.39314,0
2972,3.291,0
2973,3.10741,0
2974,2.86341,0
2975,2.58466,0
2976,2.29039,0
2977,1.99671,0
2978,1.71652,0
2979,1.45592,0
2980,1.21982,0
2981,1.01089,0
2982,0.828751,0
2983,0.672154,0
2984,0.539731,0
2985,0.429691,0
2986,0.339483,0
2987,0.266522,0
