"Lower_quartile","Selection_coefficient","Upper_quartile","Range","Factor","Age","Number_round","Coverage_reduction","Seasonality"
0.0153965933289097,0.0182484036432381,0.020983650737729,21,"Access","5","4","0","sesonality2"
0.0157923424129304,0.0183370973245004,0.0214064829300402,22,"Access","5","4","0","sesonality2"
0.0155732696898525,0.0184866550783477,0.0210708804519824,23,"Access","5","4","0","sesonality2"
0.0157027806344599,0.0183211087009709,0.0209423791228539,24,"Access","5","4","0","sesonality2"
0.0157144145398342,0.0185935874578705,0.0217209696245146,25,"Access","5","4","0","sesonality2"
0.015879498815586,0.0184951553725555,0.0214697053926921,26,"Access","5","4","0","sesonality2"
0.0161679935636579,0.0189167889949474,0.0219537559186245,27,"Access","5","4","0","sesonality2"
0.0162381165957035,0.018773130881401,0.0217656992212285,28,"Access","5","4","0","sesonality2"
0.0162535505509617,0.0188257304277554,0.0218466393243272,29,"Access","5","4","0","sesonality2"
0.0162864009127971,0.0189009104546107,0.022051827450274,30,"Access","5","4","0","sesonality2"
0.0167673598861076,0.0193004057756911,0.0224778643628292,31,"Access","5","4","0","sesonality2"
0.0164029263337426,0.0191196648225939,0.0223509546869204,32,"Access","5","4","0","sesonality2"
0.0166855607430643,0.0194702647023514,0.0222567102327944,33,"Access","5","4","0","sesonality2"
0.0166504692476111,0.0192738662634201,0.0219143419038884,34,"Access","5","4","0","sesonality2"
0.0164436913787814,0.0195807871209677,0.0225800301247466,35,"Access","5","4","0","sesonality2"
0.0167810596592443,0.0194815511987043,0.022582319181713,36,"Access","5","4","0","sesonality2"
0.0171411579670916,0.0198133179105716,0.0230187089907731,37,"Access","5","4","0","sesonality2"
0.0164682231085581,0.019268423109526,0.0224765722343,38,"Access","5","4","0","sesonality2"
0.0167286818878614,0.0196169980838742,0.023148580192301,39,"Access","5","4","0","sesonality2"
NA,NA,NA,40,"Access","5","4","0","sesonality2"
0.00724069060672984,0.00810950549649522,0.00909277850906704,1,"eir","5","4","0","sesonality2"
0.0091390352991981,0.0100640206165665,0.0112510623538776,2,"eir","5","4","0","sesonality2"
0.0105867300964863,0.0117584323377043,0.0130746957747234,3,"eir","5","4","0","sesonality2"
0.0115443640110891,0.0128798320915423,0.0143742689331375,4,"eir","5","4","0","sesonality2"
0.0119008355793723,0.0133020587077363,0.0149428110161755,5,"eir","5","4","0","sesonality2"
0.012700762931917,0.0141518295580488,0.0157893261750325,6,"eir","5","4","0","sesonality2"
0.0132356524416301,0.0148946039164408,0.0164803084149545,7,"eir","5","4","0","sesonality2"
0.0137056963484757,0.0154361693130924,0.0171851216831798,8,"eir","5","4","0","sesonality2"
0.013955367105706,0.0157886746654434,0.0175772675326352,9,"eir","5","4","0","sesonality2"
0.0141958773088908,0.0160660111565735,0.01795139961818,10,"eir","5","4","0","sesonality2"
0.0145822641044892,0.016454058761512,0.0181699431966596,11,"eir","5","4","0","sesonality2"
0.0149811710839634,0.0164979116512567,0.0182907266142456,12,"eir","5","4","0","sesonality2"
0.0151501458899056,0.0170005270975775,0.0186590851624348,13,"eir","5","4","0","sesonality2"
0.015595379587538,0.0173424627772074,0.018980739972246,14,"eir","5","4","0","sesonality2"
0.0158487784425673,0.0176615265260536,0.0192479097656252,15,"eir","5","4","0","sesonality2"
0.0159438879345689,0.0178700253406589,0.0196474278109497,16,"eir","5","4","0","sesonality2"
0.0162638214151897,0.0181475422259948,0.0201563001597786,17,"eir","5","4","0","sesonality2"
0.0167479767806188,0.018740225820165,0.0207179441097045,18,"eir","5","4","0","sesonality2"
0.0169514200622462,0.0192241497446724,0.0213113359435969,19,"eir","5","4","0","sesonality2"
0.0170102352364304,0.0192581362902574,0.0215117866616749,20,"eir","5","4","0","sesonality2"
0.0170408118112822,0.0194622252254981,0.0219247529433434,21,"eir","5","4","0","sesonality2"
0.0170891216321355,0.0194828634658378,0.0222148967917338,22,"eir","5","4","0","sesonality2"
0.0173911908094704,0.0196773291908681,0.0221735840599567,23,"eir","5","4","0","sesonality2"
0.0173356054072662,0.0198956394441376,0.0222844516461056,24,"eir","5","4","0","sesonality2"
0.0174917541049739,0.0199580707904004,0.0225254540424461,25,"eir","5","4","0","sesonality2"
0.0174488112945413,0.0197418436093782,0.0225058028941058,26,"eir","5","4","0","sesonality2"
0.0177273165075539,0.0199656213274703,0.0226289980414259,27,"eir","5","4","0","sesonality2"
0.0185179088933173,0.0206797101296597,0.0233149872083044,28,"eir","5","4","0","sesonality2"
0.0184557584839688,0.0206301589452274,0.0235214476759081,29,"eir","5","4","0","sesonality2"
0.0185048463914991,0.0209000257851983,0.0235524434845157,30,"eir","5","4","0","sesonality2"
0.0183395797393929,0.020843544463414,0.0238319357314833,31,"eir","5","4","0","sesonality2"
0.0181907131554386,0.0204023000873959,0.0235349494704451,32,"eir","5","4","0","sesonality2"
0.0185448817634395,0.020818042302848,0.0237367627437168,33,"eir","5","4","0","sesonality2"
0.0181686459425559,0.0206589021772847,0.0236055529111679,34,"eir","5","4","0","sesonality2"
0.018153473017376,0.0208299456564192,0.0237545836615457,35,"eir","5","4","0","sesonality2"
0.0181086304227212,0.0205896279500745,0.0239510421552237,36,"eir","5","4","0","sesonality2"
0.0183220895515804,0.0208052648486147,0.0234600399022766,37,"eir","5","4","0","sesonality2"
0.0185726455418565,0.0207265371138133,0.0237072064355522,38,"eir","5","4","0","sesonality2"
0.0187963072791055,0.0212844386088479,0.0236781279739968,39,"eir","5","4","0","sesonality2"
NA,NA,NA,40,"eir","5","4","0","sesonality2"
0.01025330342401,0.0119796164596,0.0133375947290045,1,"Coverage","5","4","0","sesonality3"
0.0103586957721873,0.0120201479364071,0.0135389762195797,2,"Coverage","5","4","0","sesonality3"
0.0104332638452094,0.0123636035829024,0.0136412254945778,3,"Coverage","5","4","0","sesonality3"
0.0103673512738763,0.0123401096798672,0.0137312914992201,4,"Coverage","5","4","0","sesonality3"
0.0102820917455616,0.0123589523597591,0.0137795472709727,5,"Coverage","5","4","0","sesonality3"
0.0106115906338343,0.0125326357140676,0.0138877767303846,6,"Coverage","5","4","0","sesonality3"
0.0105838312619301,0.012606374286623,0.0142086233097039,7,"Coverage","5","4","0","sesonality3"
0.0107684881140192,0.0128065061525663,0.0143990324645239,8,"Coverage","5","4","0","sesonality3"
0.0106343784757612,0.0129000354179601,0.0144614160114975,9,"Coverage","5","4","0","sesonality3"
0.0108199062905085,0.0130537844514566,0.0146869923099843,10,"Coverage","5","4","0","sesonality3"
0.0108252958284949,0.0131893947613869,0.0148846823491603,11,"Coverage","5","4","0","sesonality3"
0.011570018632646,0.0136171741167727,0.0152295020608118,12,"Coverage","5","4","0","sesonality3"
0.0110755023181664,0.013438268014404,0.0152839949520771,13,"Coverage","5","4","0","sesonality3"
0.0112329816770144,0.0135611176695463,0.0153524189090034,14,"Coverage","5","4","0","sesonality3"
0.0119175858285733,0.0141448031911948,0.0158873317712682,15,"Coverage","5","4","0","sesonality3"
0.0117507822303288,0.0141333974316812,0.0159442943400419,16,"Coverage","5","4","0","sesonality3"
0.0120409781162487,0.0142960394315564,0.0160335280046291,17,"Coverage","5","4","0","sesonality3"
0.0120508170632374,0.0144164186601931,0.0163998906499292,18,"Coverage","5","4","0","sesonality3"
0.0121019379341867,0.014472295855098,0.0163209157838875,19,"Coverage","5","4","0","sesonality3"
0.0122419373234063,0.0148027368353863,0.016706036364632,20,"Coverage","5","4","0","sesonality3"
0.0124645716960438,0.0151548832535717,0.016894464263702,21,"Coverage","5","4","0","sesonality3"
0.0123911583622101,0.0149091180610698,0.0170370730632935,22,"Coverage","5","4","0","sesonality3"
0.0126754707610916,0.0152430817726441,0.0172628969474443,23,"Coverage","5","4","0","sesonality3"
0.0125843158975323,0.0152077417975667,0.017254209650723,24,"Coverage","5","4","0","sesonality3"
0.0128783021219237,0.0154678441681958,0.0174183189257154,25,"Coverage","5","4","0","sesonality3"
0.0130969547549898,0.0158298854350826,0.0177513309808396,26,"Coverage","5","4","0","sesonality3"
0.0134942020217058,0.015987238529106,0.0179846717141441,27,"Coverage","5","4","0","sesonality3"
0.0130205721281547,0.0158169609087941,0.0178607725149305,28,"Coverage","5","4","0","sesonality3"
0.0134954077754264,0.016239673016505,0.0183585048020613,29,"Coverage","5","4","0","sesonality3"
0.013785173380329,0.016369035062566,0.0184655819337219,30,"Coverage","5","4","0","sesonality3"
0.0135746605360314,0.0162682353455084,0.0185767543355726,31,"Coverage","5","4","0","sesonality3"
0.0137327507272903,0.0166411610391147,0.0188949991261501,32,"Coverage","5","4","0","sesonality3"
0.0137512769038115,0.0169111415074159,0.0188313737824936,33,"Coverage","5","4","0","sesonality3"
0.0139234091583058,0.0167828585583374,0.0190061065554676,34,"Coverage","5","4","0","sesonality3"
0.013969169197569,0.016947121861185,0.0192609821882439,35,"Coverage","5","4","0","sesonality3"
0.0143295296995307,0.0172855428229095,0.0194348839551121,36,"Coverage","5","4","0","sesonality3"
0.0142905148596858,0.0172089655225345,0.01979429336225,37,"Coverage","5","4","0","sesonality3"
0.0143466554330935,0.0171817440696738,0.0197503335972911,38,"Coverage","5","4","0","sesonality3"
0.0146199944988275,0.0174616320580029,0.0201702874232555,39,"Coverage","5","4","0","sesonality3"
NA,NA,NA,40,"Coverage","5","4","0","sesonality3"
0.00972491385672411,0.0116639548136151,0.013789751050662,1,"Access","5","4","0","sesonality3"
0.0103117666445719,0.0120656938521279,0.0143182693687553,2,"Access","5","4","0","sesonality3"
0.0105131709208094,0.0121083003248149,0.0143417765282254,3,"Access","5","4","0","sesonality3"
0.0103254267673093,0.0121599662189085,0.0144602343616912,4,"Access","5","4","0","sesonality3"
0.0106728655567153,0.0123906492519226,0.0144059007503812,5,"Access","5","4","0","sesonality3"
0.0109663899489581,0.0127491199859512,0.0150385672590942,6,"Access","5","4","0","sesonality3"
0.0110962906447861,0.0127967892134104,0.0151323969244655,7,"Access","5","4","0","sesonality3"
0.0106710516068896,0.0128434418621202,0.0152905436969347,8,"Access","5","4","0","sesonality3"
0.0110459794199551,0.0130704280752842,0.0153083140106899,9,"Access","5","4","0","sesonality3"
0.0110660519248674,0.0131904057991655,0.0155339446659943,10,"Access","5","4","0","sesonality3"
0.011252381819444,0.0132337363138144,0.0154129537247474,11,"Access","5","4","0","sesonality3"
0.0116202726324763,0.013515361873444,0.0157083408421489,12,"Access","5","4","0","sesonality3"
0.0116208364056442,0.0135486106614508,0.0155950499597089,13,"Access","5","4","0","sesonality3"
0.0118203896706954,0.0137966891075528,0.0160893812723252,14,"Access","5","4","0","sesonality3"
0.0121410880181149,0.0140545235524315,0.0163551317076772,15,"Access","5","4","0","sesonality3"
0.0122280601765682,0.0142372685749362,0.0164296688483831,16,"Access","5","4","0","sesonality3"
0.0120729251132656,0.0140882370497235,0.0162175170676848,17,"Access","5","4","0","sesonality3"
0.0121479314860303,0.0145153615241268,0.0168669154031571,18,"Access","5","4","0","sesonality3"
0.012424727837547,0.0145044580275187,0.0166242951658254,19,"Access","5","4","0","sesonality3"
0.0122826066051878,0.0147335985409538,0.0168258019160174,20,"Access","5","4","0","sesonality3"
0.0125227280970014,0.0148464065683634,0.0169413234672645,21,"Access","5","4","0","sesonality3"
0.0127708411527566,0.0150176999418158,0.0171529268709508,22,"Access","5","4","0","sesonality3"
0.0128050960714493,0.0150234602412926,0.0172722219233443,23,"Access","5","4","0","sesonality3"
0.0126000363207985,0.015099319007686,0.0174763104314101,24,"Access","5","4","0","sesonality3"
0.0129398002661269,0.0152944886595548,0.0173559601703613,25,"Access","5","4","0","sesonality3"
0.0129143612340045,0.0152009470211289,0.0172731381821252,26,"Access","5","4","0","sesonality3"
0.0130239497429089,0.0153664744704075,0.0177030411385182,27,"Access","5","4","0","sesonality3"
0.013089648189649,0.0156140737261596,0.0177482563234646,28,"Access","5","4","0","sesonality3"
0.0129719508210047,0.0155418164371156,0.0177023384719829,29,"Access","5","4","0","sesonality3"
0.0130350522091644,0.0155590557833217,0.0177350316558815,30,"Access","5","4","0","sesonality3"
0.0132376640877632,0.0158432413691455,0.0179189194501761,31,"Access","5","4","0","sesonality3"
0.0130935743337011,0.0157490065015365,0.0180015257615373,32,"Access","5","4","0","sesonality3"
0.0131974071833504,0.0157819939725715,0.018217647690368,33,"Access","5","4","0","sesonality3"
0.0133929224792537,0.0162051535871857,0.018345520486205,34,"Access","5","4","0","sesonality3"
0.013564681259058,0.0162759744497624,0.0181724117364784,35,"Access","5","4","0","sesonality3"
0.0137015898489042,0.01621011541584,0.0184497956312128,36,"Access","5","4","0","sesonality3"
0.0130964111281881,0.016350792517351,0.0184552279663435,37,"Access","5","4","0","sesonality3"
0.0129840841802534,0.0161491776891837,0.0184079557060881,38,"Access","5","4","0","sesonality3"
0.0130556639093349,0.0160604709398285,0.0183530975478966,39,"Access","5","4","0","sesonality3"
NA,NA,NA,40,"Access","5","4","0","sesonality3"
0.00503514810860163,0.00577280782837633,0.00668966076815,1,"eir","5","4","0","sesonality3"
0.00637031201110754,0.0072432817008326,0.00813771730576398,2,"eir","5","4","0","sesonality3"
0.00748117934277711,0.00837698414558588,0.00949191441450529,3,"eir","5","4","0","sesonality3"
0.00844764946900628,0.0094495308336714,0.0105913635762663,4,"eir","5","4","0","sesonality3"
0.00920880634028697,0.0102908276643863,0.0113914949800502,5,"eir","5","4","0","sesonality3"
0.00972390329344838,0.0107910227636814,0.0121414246854885,6,"eir","5","4","0","sesonality3"
0.0100925930388979,0.0113927738646765,0.0128067606601541,7,"eir","5","4","0","sesonality3"
0.0103096768823396,0.0115108169238261,0.0130616637864752,8,"eir","5","4","0","sesonality3"
0.0107488675206788,0.0119509547759357,0.0134891689783867,9,"eir","5","4","0","sesonality3"
0.0109101472345174,0.0121212615560902,0.013779510939981,10,"eir","5","4","0","sesonality3"
0.0112750970270372,0.0125820223912581,0.0142113567679845,11,"eir","5","4","0","sesonality3"
0.0115545970120228,0.0127462253010398,0.0143326521164012,12,"eir","5","4","0","sesonality3"
0.0116901718614122,0.0127835553596773,0.0145902977490638,13,"eir","5","4","0","sesonality3"
0.0122517093430849,0.0134119001602414,0.0148852295691712,14,"eir","5","4","0","sesonality3"
0.0123703102078647,0.01365502416757,0.0151921167439918,15,"eir","5","4","0","sesonality3"
0.0126310069608566,0.0138914805120184,0.0154810096687464,16,"eir","5","4","0","sesonality3"
0.012801441774971,0.0140242798788184,0.0157155456745188,17,"eir","5","4","0","sesonality3"
0.0130068633782114,0.0143794316007055,0.0158578815910945,18,"eir","5","4","0","sesonality3"
0.013291640367641,0.0146707394344406,0.0160718182837336,19,"eir","5","4","0","sesonality3"
0.0133666015469464,0.0147430336628786,0.0163781751830883,20,"eir","5","4","0","sesonality3"
0.0133499989777465,0.0147518583885742,0.0164486181934996,21,"eir","5","4","0","sesonality3"
0.0138221367648379,0.0152160049209992,0.0167482196439232,22,"eir","5","4","0","sesonality3"
0.0141677197786816,0.0156958354112408,0.017097110745643,23,"eir","5","4","0","sesonality3"
0.0141198754851479,0.0156058365868293,0.0174273077273436,24,"eir","5","4","0","sesonality3"
0.0145230166299824,0.0159546034268674,0.0175539416269027,25,"eir","5","4","0","sesonality3"
0.014598839056045,0.0160518131517345,0.0177062741015665,26,"eir","5","4","0","sesonality3"
0.0146243447696844,0.0163757623131941,0.0179937522755227,27,"eir","5","4","0","sesonality3"
0.0147706279161838,0.0164557821488779,0.0182227795388647,28,"eir","5","4","0","sesonality3"
0.0147067878070537,0.0166286068255135,0.0185209708501635,29,"eir","5","4","0","sesonality3"
0.0147141923474594,0.0168181432292961,0.0187493523875579,30,"eir","5","4","0","sesonality3"
0.0152518433160728,0.0170445247225686,0.0190613754299404,31,"eir","5","4","0","sesonality3"
0.0150400613402415,0.0172608769465229,0.019256851521268,32,"eir","5","4","0","sesonality3"
0.0154141937887192,0.0175500449189954,0.0194638315464932,33,"eir","5","4","0","sesonality3"
0.0155147212970312,0.0176834067381238,0.0197388752554714,34,"eir","5","4","0","sesonality3"
0.0158721713573968,0.0180736550721272,0.0200721384400012,35,"eir","5","4","0","sesonality3"
0.0159515251180985,0.0180454459870921,0.0199986858849774,36,"eir","5","4","0","sesonality3"
0.015952885702963,0.0179751828882029,0.0199994895405923,37,"eir","5","4","0","sesonality3"
0.0157115250290419,0.0177956057065683,0.019668784391879,38,"eir","5","4","0","sesonality3"
0.0154524048309662,0.0175917481089262,0.0193743819323158,39,"eir","5","4","0","sesonality3"
NA,NA,NA,40,"eir","5","4","0","sesonality3"
0.0122398958107546,0.0142034792838159,0.0160604122342478,1,"Coverage","5","4","0.1","sesonality2"
0.01248713377226,0.014435898295262,0.0160856177029201,2,"Coverage","5","4","0.1","sesonality2"
0.0128905778869887,0.0146218505578968,0.0161880791733982,3,"Coverage","5","4","0.1","sesonality2"
0.0133736971479073,0.0149104691497827,0.0166628822174426,4,"Coverage","5","4","0.1","sesonality2"
0.0130047752859045,0.0150483036197308,0.0167347358545792,5,"Coverage","5","4","0.1","sesonality2"
0.0135374351544491,0.0153984605403643,0.0170019356273471,6,"Coverage","5","4","0.1","sesonality2"
0.0127915748162202,0.0153616065051144,0.0170847522966453,7,"Coverage","5","4","0.1","sesonality2"
0.0129736847629311,0.0154702046093078,0.0172663867019229,8,"Coverage","5","4","0.1","sesonality2"
0.0129946368271335,0.0154328930695598,0.0172123912315652,9,"Coverage","5","4","0.1","sesonality2"
0.0144187214014599,0.0161784638707521,0.017842153176987,10,"Coverage","5","4","0.1","sesonality2"
0.0137840740343338,0.0162775608471034,0.0180365606285946,11,"Coverage","5","4","0.1","sesonality2"
0.0142654685224676,0.0162875517230253,0.0181353180205453,12,"Coverage","5","4","0.1","sesonality2"
0.0141670436772457,0.0163797840769583,0.0181271588464124,13,"Coverage","5","4","0.1","sesonality2"
0.0145412738514445,0.0168720657664369,0.0185978429542619,14,"Coverage","5","4","0.1","sesonality2"
0.0147666167818764,0.0170839108444523,0.0189628803942328,15,"Coverage","5","4","0.1","sesonality2"
0.0145882118336025,0.0172496192388964,0.0189745393092957,16,"Coverage","5","4","0.1","sesonality2"
0.0144822644363393,0.0174468495043549,0.0193580708785301,17,"Coverage","5","4","0.1","sesonality2"
0.0148705665242785,0.0174024107003188,0.0193044992769411,18,"Coverage","5","4","0.1","sesonality2"
0.0145842680393959,0.0175682986417803,0.0195223502040984,19,"Coverage","5","4","0.1","sesonality2"
0.0152435539582023,0.0180039660568121,0.0197456531443664,20,"Coverage","5","4","0.1","sesonality2"
0.0154727541059384,0.0182429331307437,0.0200308225440481,21,"Coverage","5","4","0.1","sesonality2"
0.0153253343889832,0.0183113359255239,0.0201831813172967,22,"Coverage","5","4","0.1","sesonality2"
0.015691178237596,0.0185686772313378,0.0205775010753588,23,"Coverage","5","4","0.1","sesonality2"
0.015959530543579,0.0187929509688645,0.0207299370498862,24,"Coverage","5","4","0.1","sesonality2"
0.0151796377338431,0.0187785631372487,0.0210484608027158,25,"Coverage","5","4","0.1","sesonality2"
0.0159101238199035,0.0190467668206323,0.0211080067651507,26,"Coverage","5","4","0.1","sesonality2"
0.015807575280112,0.0192282765101449,0.0214141086220005,27,"Coverage","5","4","0.1","sesonality2"
0.0165389207954286,0.0195742513561457,0.0217984957516569,28,"Coverage","5","4","0.1","sesonality2"
0.0161945001820409,0.0196863366961676,0.0220889953571327,29,"Coverage","5","4","0.1","sesonality2"
0.0167894777528534,0.0200476792527491,0.0222226998057411,30,"Coverage","5","4","0.1","sesonality2"
0.0165624258785619,0.0201987007868254,0.0225038375450679,31,"Coverage","5","4","0.1","sesonality2"
0.0168459880015906,0.020376470929786,0.0225698487912037,32,"Coverage","5","4","0.1","sesonality2"
0.0170861012421042,0.0211909946885388,0.0232323270263349,33,"Coverage","5","4","0.1","sesonality2"
0.0173766469797098,0.0210316484820865,0.0235071102404932,34,"Coverage","5","4","0.1","sesonality2"
0.0173920743284893,0.0210771568511628,0.0238017485895331,35,"Coverage","5","4","0.1","sesonality2"
0.017454792533584,0.0217766797975846,0.0240856199639986,36,"Coverage","5","4","0.1","sesonality2"
0.0171857054524163,0.0213636764742649,0.0241292709998085,37,"Coverage","5","4","0.1","sesonality2"
0.0178179644087448,0.0223568317750957,0.0245433486901399,38,"Coverage","5","4","0.1","sesonality2"
0.0179193865255282,0.0225252242791643,0.0248794475030594,39,"Coverage","5","4","0.1","sesonality2"
NA,NA,NA,40,"Coverage","5","4","0.1","sesonality2"
0.0136750343873559,0.0154381283508006,0.0177918226082816,1,"Access","5","4","0.1","sesonality2"
0.0137272012035683,0.0158188564093609,0.0182717268203829,2,"Access","5","4","0.1","sesonality2"
0.0135664881425468,0.0158252056692211,0.0183335970634331,3,"Access","5","4","0.1","sesonality2"
0.0139626383444141,0.0159065730134187,0.0182660464390509,4,"Access","5","4","0.1","sesonality2"
0.0142762735415998,0.0161899300826817,0.0186423032273437,5,"Access","5","4","0.1","sesonality2"
0.0140154261961727,0.0158908876231905,0.0187058504471549,6,"Access","5","4","0.1","sesonality2"
0.0139225355870858,0.0161209927912218,0.0190838171336035,7,"Access","5","4","0.1","sesonality2"
0.0141150031935477,0.0161483543036764,0.0189664164755826,8,"Access","5","4","0.1","sesonality2"
0.0144316199358231,0.0165353997891965,0.0193915308941208,9,"Access","5","4","0.1","sesonality2"
0.0146591530366193,0.0168474137712487,0.019674964455109,10,"Access","5","4","0.1","sesonality2"
0.014634284927307,0.0169353195791224,0.0198644733803889,11,"Access","5","4","0.1","sesonality2"
0.0148638475300086,0.0172053285459056,0.0199339969992363,12,"Access","5","4","0.1","sesonality2"
0.0147648906231175,0.0171404703052714,0.0199492598657218,13,"Access","5","4","0.1","sesonality2"
0.0145587569274348,0.0171962444846627,0.0201015046006852,14,"Access","5","4","0.1","sesonality2"
0.0149878767461647,0.0174664330838854,0.020022390346124,15,"Access","5","4","0.1","sesonality2"
0.0151793202556132,0.0174941909653501,0.0202405290252276,16,"Access","5","4","0.1","sesonality2"
0.0148296101063757,0.0176200816103546,0.0204780947210026,17,"Access","5","4","0.1","sesonality2"
0.0152442580712597,0.0175085144842033,0.0203607942426343,18,"Access","5","4","0.1","sesonality2"
