"Coverage","Access","EIR","Indicator","Age","Number_round","Seasonality","Coverage_reduction","Time_0.1","Prevalance"
0.75,0.1,25,0.0169182088209019,10,4,"sesonality2",0,45.267990037431,0.287614427416964
0.85,0.1,25,0.019824674049625,10,4,"sesonality2",0,38.6313190541588,0.300904132321922
0.95,0.1,25,0.0231357259970839,10,4,"sesonality2",0,33.1026270129709,0.287614427416964
0.75,0.4,25,0.0196430442608922,10,4,"sesonality2",0,38.9885242930761,0.17938386441634
0.85,0.4,25,0.0229486960306721,10,4,"sesonality2",0,33.3724106734501,0.17938386441634
0.95,0.4,25,0.0263274119396986,10,4,"sesonality2",0,29.0895781974282,0.17938386441634
0.75,0.1,35,0.0180871191555554,10,4,"sesonality2",0,42.3424704492277,0.320021331650414
0.85,0.1,35,0.0215014037155673,10,4,"sesonality2",0,35.6187585930158,0.320739427879297
0.95,0.1,35,0.0250481143998154,10,4,"sesonality2",0,30.5752878692301,0.320021331650414
0.75,0.4,35,0.021274401355325,10,4,"sesonality2",0,35.9988182776326,0.197522821342399
0.85,0.4,35,0.025045862605371,10,4,"sesonality2",0,30.5780367968453,0.197522821342399
0.95,0.4,35,0.0286045087314529,10,4,"sesonality2",0,26.7738668594454,0.197522821342399
0.75,0.1,45,0.0186525066176216,10,4,"sesonality2",0,41.0590020985298,0.348283340847998
0.85,0.1,45,0.0224779427222063,10,4,"sesonality2",0,34.0713257356585,0.349019674259835
0.95,0.1,45,0.026270216100321,10,4,"sesonality2",0,29.1529123868306,0.348283340847998
0.75,0.4,45,0.0223915249897874,10,4,"sesonality2",0,34.2028204289375,0.221514478633562
0.85,0.4,45,0.0265436796484887,10,4,"sesonality2",0,28.8525674849067,0.221514478633562
0.95,0.4,45,0.0302909888112265,10,4,"sesonality2",0,25.283205943806,0.221514478633562
0.75,0.1,55,0.0189801089642838,10,4,"sesonality2",0,40.3503114653833,0.371642089396336
0.85,0.1,55,0.0231114798666952,10,4,"sesonality2",0,33.1373548025974,0.369993459583761
0.95,0.1,55,0.0271314645900989,10,4,"sesonality2",0,28.227496006067,0.371642089396336
0.75,0.4,55,0.0232784584889859,10,4,"sesonality2",0,32.899657368555,0.239750691757973
0.85,0.4,55,0.0277137839714523,10,4,"sesonality2",0,27.6343825565164,0.239750691757973
0.95,0.4,55,0.031634049014498,10,4,"sesonality2",0,24.2097781414188,0.239750691757973
0.75,0.1,65,0.0192325837289414,10,4,"sesonality2",0,39.8206148039954,0.389195095846567
0.85,0.1,65,0.0235776760369489,10,4,"sesonality2",0,32.482137219783,0.392666824004721
0.95,0.1,65,0.0278089219568929,10,4,"sesonality2",0,27.5398416933576,0.389195095846567
0.75,0.4,65,0.0240343772313656,10,4,"sesonality2",0,31.8649117047353,0.259023733939406
0.85,0.4,65,0.0286632799790439,10,4,"sesonality2",0,26.7189696683593,0.259023733939406
0.95,0.4,65,0.0327434315099925,10,4,"sesonality2",0,23.3895249531817,0.259023733939406
0.75,0.1,75,0.0194758077651278,10,4,"sesonality2",0,39.3233142158578,0.404051611972265
0.85,0.1,75,0.0239624479038275,10,4,"sesonality2",0,31.9605622693262,0.403213198580104
0.95,0.1,75,0.0283972032859543,10,4,"sesonality2",0,26.9693216139551,0.404051611972265
0.75,0.4,75,0.0246939329933582,10,4,"sesonality2",0,31.0138246735242,0.269816831458165
0.85,0.4,75,0.0294432593917417,10,4,"sesonality2",0,26.0111592322749,0.269816831458165
0.95,0.4,75,0.0336784606147487,10,4,"sesonality2",0,22.7401518470942,0.269816831458165
0.75,0.1,85,0.019747202003808,10,4,"sesonality2",0,38.7828770986432,0.41792667401609
0.85,0.1,85,0.0243155575983029,10,4,"sesonality2",0,31.4964320789097,0.416729658717064
0.95,0.1,85,0.0289441619526775,10,4,"sesonality2",0,26.4596815623097,0.41792667401609
0.75,0.4,85,0.0253021143492752,10,4,"sesonality2",0,30.2683521931717,0.280366876622461
0.85,0.4,85,0.0301104776809553,10,4,"sesonality2",0,25.4347777697384,0.280366876622461
0.95,0.4,85,0.0344922253133245,10,4,"sesonality2",0,22.2036502834716,0.280366876622461
0.75,0.1,95,0.0200726818390843,10,4,"sesonality2",0,38.154010236168,0.428805126172194
0.85,0.1,95,0.0246717385448824,10,4,"sesonality2",0,31.0417243990544,0.427181806665598
0.95,0.1,95,0.0294763408636061,10,4,"sesonality2",0,25.9819667542707,0.428805126172194
0.75,0.4,95,0.0259041487583051,10,4,"sesonality2",0,29.5648899912306,0.293994164810167
0.85,0.4,95,0.0307210379651577,10,4,"sesonality2",0,24.9292784060343,0.293994164810167
0.95,0.4,95,0.0352317052204998,10,4,"sesonality2",0,21.7376168301427,0.293994164810167
0.75,0.1,105,0.0204416968508308,10,4,"sesonality2",0,37.4652512433006,0.439110786591553
0.85,0.1,105,0.0250396778688713,10,4,"sesonality2",0,30.585589493859,0.436953537685843
0.95,0.1,105,0.0300032661067674,10,4,"sesonality2",0,25.5256646269928,0.439110786591553
0.75,0.4,105,0.0264952164901744,10,4,"sesonality2",0,28.9053425413518,0.30313192947885
0.85,0.4,105,0.0312924903950847,10,4,"sesonality2",0,24.4740287106092,0.30313192947885
0.95,0.4,105,0.0359164152211484,10,4,"sesonality2",0,21.3232112291878,0.30313192947885
0.75,0.1,115,0.0208195966543607,10,4,"sesonality2",0,36.7852135211925,NA
0.85,0.1,115,0.0254161456408005,10,4,"sesonality2",0,30.1325511420717,NA
0.95,0.1,115,0.0305318337394744,10,4,"sesonality2",0,25.0837638803724,NA
0.75,0.4,115,0.0270328658014257,10,4,"sesonality2",0,28.3304520497925,NA
0.85,0.4,115,0.0318181072277652,10,4,"sesonality2",0,24.0697318314228,NA
0.95,0.4,115,0.0365534481447555,10,4,"sesonality2",0,20.9516023036433,NA
0.75,0.1,125,0.0211686574672858,10,4,"sesonality2",0,36.1786433333961,NA
0.85,0.1,125,0.0258005699975726,10,4,"sesonality2",0,29.6835809607237,NA
0.95,0.1,125,0.0310767773943699,10,4,"sesonality2",0,24.6439101016475,NA
0.75,0.4,125,0.0274652195238768,10,4,"sesonality2",0,27.8844779554729,NA
0.85,0.4,125,0.0322877462970279,10,4,"sesonality2",0,23.7196272948373,NA
0.95,0.4,125,0.0371530639454724,10,4,"sesonality2",0,20.613462983289,NA
0.75,0.1,135,0.0214174921136519,10,4,"sesonality2",0,35.7583093432119,NA
0.85,0.1,135,0.0261483362192126,10,4,"sesonality2",0,29.2887968831092,NA
0.95,0.1,135,0.0316074034878642,10,4,"sesonality2",0,24.2301873562572,NA
0.75,0.4,135,0.0277106262107184,10,4,"sesonality2",0,27.6375316289148,NA
0.85,0.4,135,0.0326494226511234,10,4,"sesonality2",0,23.4568713982884,NA
0.95,0.4,135,0.0376813367296495,10,4,"sesonality2",0,20.3244729307375,NA
0.75,0.1,145,0.0215741470968353,10,4,"sesonality2",0,35.498659804174,NA
0.85,0.1,145,0.026468160100034,10,4,"sesonality2",0,28.9348902780281,NA
0.95,0.1,145,0.0321238362297978,10,4,"sesonality2",0,23.8406553587571,NA
0.75,0.4,145,0.0277925406553806,10,4,"sesonality2",0,27.5560740506642,NA
0.85,0.4,145,0.0329262981218665,10,4,"sesonality2",0,23.2596238277743,NA
0.95,0.4,145,0.0381524068298115,10,4,"sesonality2",0,20.0735254206123,NA
0.75,0.1,155,0.0217542211700315,10,4,"sesonality2",0,35.20481392415,NA
0.85,0.1,155,0.0268473742947263,10,4,"sesonality2",0,28.5261903062976,NA
0.95,0.1,155,0.0326782894941176,10,4,"sesonality2",0,23.436150429282,NA
0.75,0.4,155,0.027868204446242,10,4,"sesonality2",0,27.4812577119241,NA
0.85,0.4,155,0.0332426603097005,10,4,"sesonality2",0,23.03826773251,NA
0.95,0.4,155,0.0386505017160082,10,4,"sesonality2",0,19.8148348495711,NA
0.75,0.1,5,0.00966221846758876,10,4,"sesonality3",0,79.2626777095515,NA
0.85,0.1,5,0.0124957164960466,10,4,"sesonality3",0,61.2892672939617,0.191759494732564
0.95,0.1,5,0.015565626176083,10,4,"sesonality3",0,49.2015740126485,NA
0.75,0.4,5,0.00965265661396783,10,4,"sesonality3",0,79.3411947595381,0.106411022999725
0.85,0.4,5,0.011585324357061,10,4,"sesonality3",0,66.1054697090974,0.106411022999725
0.95,0.4,5,0.0143594786197963,10,4,"sesonality3",0,53.3343395421015,0.106411022999725
0.75,0.1,15,0.0104719604666821,10,4,"sesonality3",0,73.1337088974337,0.241461869011354
0.85,0.1,15,0.0134462600889073,10,4,"sesonality3",0,56.9566037910845,0.23117635207289
0.95,0.1,15,0.0165344810737817,10,4,"sesonality3",0,46.3185572585134,0.241461869011354
0.75,0.4,15,0.0115572835673241,10,4,"sesonality3",0,66.2658577073478,0.136388439334997
0.85,0.4,15,0.0137107588288541,10,4,"sesonality3",0,55.8578352894688,0.136388439334997
0.95,0.4,15,0.0165575594449781,10,4,"sesonality3",0,46.2539972089938,0.136388439334997
0.75,0.1,25,0.011253533653001,10,4,"sesonality3",0,68.0544735520949,0.281728069811674
0.85,0.1,25,0.01433673205962,10,4,"sesonality3",0,53.418959437264,0.277553140943541
0.95,0.1,25,0.0174166936098729,10,4,"sesonality3",0,43.9723707329633,0.281728069811674
0.75,0.4,25,0.0134212278514172,10,4,"sesonality3",0,57.0628348489662,0.156670937542734
0.85,0.4,25,0.0157834009250837,10,4,"sesonality3",0,48.5227050868763,0.156670937542734
0.95,0.4,25,0.0186985661084116,10,4,"sesonality3",0,40.9578629674307,0.156670937542734
0.75,0.1,35,0.0119383313594321,10,4,"sesonality3",0,64.1507833295886,0.319898323302595
0.85,0.1,35,0.0150949294581578,10,4,"sesonality3",0,50.7357990958926,0.309805441117775
0.95,0.1,35,0.0181431811347626,10,4,"sesonality3",0,42.2116332669126,0.319898323302595
0.75,0.4,35,0.0150651094362288,10,4,"sesonality3",0,50.8362260226287,0.190177027101889
0.85,0.4,35,0.0176161883900895,10,4,"sesonality3",0,43.4744049846004,0.190177027101889
0.95,0.4,35,0.0206016972355143,10,4,"sesonality3",0,37.1742822739646,0.190177027101889
0.75,0.1,45,0.0125433116258999,10,4,"sesonality3",0,61.0567074467321,0.334202780127382
0.85,0.1,45,0.0157477636370703,10,4,"sesonality3",0,48.6325122732313,0.335812569152614
0.95,0.1,45,0.0187495907412132,10,4,"sesonality3",0,40.8464013389024,0.334202780127382
0.75,0.4,45,0.0164142257551378,10,4,"sesonality3",0,46.6579002738552,0.216420115689203
0.85,0.4,45,0.0191384067289494,10,4,"sesonality3",0,40.0165656003803,0.216420115689203
0.95,0.4,45,0.0222040887729781,10,4,"sesonality3",0,34.4915441559481,0.216420115689203
0.75,0.1,55,0.0131346976500335,10,4,"sesonality3",0,58.3076465680054,0.353979048038303
0.85,0.1,55,0.0163854491633434,10,4,"sesonality3",0,46.739842205186,0.350393059529384
0.95,0.1,55,0.01934530126732,10,4,"sesonality3",0,39.5885955857158,0.353979048038303
0.75,0.4,55,0.0175182662545592,10,4,"sesonality3",0,43.7174145675774,0.220533901565025
0.85,0.4,55,0.0204182521213604,10,4,"sesonality3",0,37.5082697482501,0.220533901565025
0.95,0.4,55,0.0235856813231903,10,4,"sesonality3",0,32.4711123609879,0.220533901565025
0.75,0.1,65,0.0136933538853826,10,4,"sesonality3",0,55.9288334155521,0.377728016390315
0.85,0.1,65,0.0170064254600144,10,4,"sesonality3",0,45.0331735000071,0.369109625845897
0.95,0.1,65,0.0199507760850056,10,4,"sesonality3",0,38.3871436926885,0.377728016390315
0.75,0.4,65,0.0184239640098617,10,4,"sesonality3",0,41.5683241644323,0.231392563060374
0.85,0.4,65,0.0215170972497837,10,4,"sesonality3",0,35.5927799863182,0.231392563060374
0.95,0.4,65,0.0248173959649812,10,4,"sesonality3",0,30.8595353612615,0.231392563060374
0.75,0.1,75,0.0141100798101382,10,4,"sesonality3",0,54.2770358963878,0.390457115263629
0.85,0.1,75,0.0174978426936516,10,4,"sesonality3",0,43.7684417310268,0.388899297765121
0.95,0.1,75,0.0204629847224894,10,4,"sesonality3",0,37.4262757237984,0.390457115263629
0.75,0.4,75,0.0191133894304175,10,4,"sesonality3",0,40.0689428289975,0.246030365995425
0.85,0.4,75,0.0224128331936219,10,4,"sesonality3",0,34.1703033141614,0.246030365995425
0.95,0.4,75,0.0258745691335538,10,4,"sesonality3",0,29.5986883647317,0.246030365995425
0.75,0.1,85,0.0143332513676594,10,4,"sesonality3",0,53.4319317167483,0.401606246148457
0.85,0.1,85,0.0177940552014716,10,4,"sesonality3",0,43.0398410977408,0.399867632200753
0.95,0.1,85,0.0208106549897023,10,4,"sesonality3",0,36.8010189364405,0.401606246148457
0.75,0.4,85,0.0195922575377401,10,4,"sesonality3",0,39.0895896953436,0.259427472390618
0.85,0.4,85,0.0230958295728499,10,4,"sesonality3",0,33.1598094772944,0.259427472390618
0.95,0.4,85,0.0267323863821994,10,4,"sesonality3",0,28.6488941692737,0.259427472390618
0.75,0.1,95,0.0144243027855111,10,4,"sesonality3",0,53.0946500322393,0.411926791799556
0.85,0.1,95,0.0179458400673762,10,4,"sesonality3",0,42.6758126384962,0.415278569013781
0.95,0.1,95,0.0210311296743154,10,4,"sesonality3",0,36.4152244893947,0.411926791799556
0.75,0.4,95,0.0199434343568631,10,4,"sesonality3",0,38.4012750588373,0.271786183281881
0.85,0.4,95,0.0236337033709016,10,4,"sesonality3",0,32.4051333105375,0.271786183281881
0.95,0.4,95,0.0274369210501697,10,4,"sesonality3",0,27.9132380399158,0.271786183281881
0.75,0.1,105,0.0145339645869004,10,4,"sesonality3",0,52.6940397973747,0.427622183446306
0.85,0.1,105,0.0180987223128013,10,4,"sesonality3",0,42.3153245361456,0.429020292933151
0.95,0.1,105,0.0212529167945451,10,4,"sesonality3",0,36.0352094613354,0.427622183446306
0.75,0.4,105,0.0203259418522634,10,4,"sesonality3",0,37.678613563016,0.2832356950965
0.85,0.4,105,0.0241733164990541,10,4,"sesonality3",0,31.6817639973288,0.2832356950965
0.95,0.4,105,0.0281106847160792,10,4,"sesonality3",0,27.244206823525,0.2832356950965
0.75,0.1,115,0.0147757907711575,10,4,"sesonality3",0,51.8316291978577,NA
0.85,0.1,115,0.0183647690587982,10,4,"sesonality3",0,41.7023108705447,NA
0.95,0.1,115,0.0215766142413824,10,4,"sesonality3",0,35.4946007648834,NA
0.75,0.4,115,0.0208451282244896,10,4,"sesonality3",0,36.7401581850676,NA
0.85,0.4,115,0.0248115824462218,10,4,"sesonality3",0,30.8667659556066,NA
0.95,0.4,115,0.0288349974877627,10,4,"sesonality3",0,26.5598534794666,NA
0.75,0.1,125,0.0151261067861037,10,4,"sesonality3",0,50.6312244905841,NA
0.85,0.1,125,0.0187223294762845,10,4,"sesonality3",0,40.9058770878842,NA
0.95,0.1,125,0.0219832350723334,10,4,"sesonality3",0,34.8380620884873,NA
0.75,0.4,125,0.0214518806079502,10,4,"sesonality3",0,35.700986890256,NA
0.85,0.4,125,0.0254978578006298,10,4,"sesonality3",0,30.0359863304614,NA
0.95,0.4,125,0.0295641651752366,10,4,"sesonality3",0,25.9047838427468,NA
0.75,0.1,135,0.0155038050919533,10,4,"sesonality3",0,49.3977642142349,NA
0.85,0.1,135,0.0190962501368515,10,4,"sesonality3",0,40.1049055635189,NA
0.95,0.1,135,0.0224080545417495,10,4,"sesonality3",0,34.1775903360493,NA
0.75,0.4,135,0.0220380457212304,10,4,"sesonality3",0,34.751416620303,NA
0.85,0.4,135,0.0261314754042074,10,4,"sesonality3",0,29.3076948970304,NA
0.95,0.4,135,0.0302165040523107,10,4,"sesonality3",0,25.3455299471415,NA
0.75,0.1,145,0.0158475378807219,10,4,"sesonality3",0,48.3263276680604,NA
0.85,0.1,145,0.0194339317402662,10,4,"sesonality3",0,39.4080476658746,NA
0.95,0.1,145,0.0228086125967461,10,4,"sesonality3",0,33.5773736831772,NA
0.75,0.4,145,0.0225252696827179,10,4,"sesonality3",0,33.9997398097014,NA
0.85,0.4,145,0.026647554605352,10,4,"sesonality3",0,28.7400971570558,NA
0.95,0.4,145,0.0307483893801746,10,4,"sesonality3",0,24.9071032269924,NA
0.75,0.1,155,0.0161366206318991,10,4,"sesonality3",0,47.4605759053301,NA
0.85,0.1,155,0.0197223056383295,10,4,"sesonality3",0,38.8318344923811,NA
0.95,0.1,155,0.0231765265653128,10,4,"sesonality3",0,33.044352275892,NA
0.75,0.4,155,0.0228975561876441,10,4,"sesonality3",0,33.446945258247,NA
0.85,0.4,155,0.0270432943484394,10,4,"sesonality3",0,28.3195271437024,NA
0.95,0.4,155,0.0311715185765499,10,4,"sesonality3",0,24.5690086119805,NA
0.75,0.1,5,0.0137315178080407,10,4.5,"sesonality2",0,55.773390754175,0.171866482088326
0.85,0.1,5,0.0167764822472388,10,4.5,"sesonality2",0,45.6504109186426,0.1805868710145
0.95,0.1,5,0.0204445475997805,10,4.5,"sesonality2",0,37.4600271597103,0.171866482088326
0.75,0.4,5,0.0174570220455706,10,4.5,"sesonality2",0,43.870787718349,0.0830001829295434
0.85,0.4,5,0.0196731891215099,10,4.5,"sesonality2",0,38.9287829047711,0.0830001829295434
0.95,0.4,5,0.0220690543162095,10,4.5,"sesonality2",0,34.7025884019531,0.0830001829295434
0.75,0.1,15,0.0175968753133641,10,4.5,"sesonality2",0,43.5221193943525,0.247495815828381
0.85,0.1,15,0.021608597431739,10,4.5,"sesonality2",0,35.4420647048045,0.248993732221783
0.95,0.1,15,0.02592444326853,10,4.5,"sesonality2",0,29.5417456191024,0.247495815828381
0.75,0.4,15,0.0218947604984682,10,4.5,"sesonality2",0,34.9788392711282,0.137001431448641
0.85,0.4,15,0.0251953724816602,10,4.5,"sesonality2",0,30.396586076004,0.137001431448641
0.95,0.4,15,0.028328815213421,10,4.5,"sesonality2",0,27.0344277579577,0.137001431448641
0.75,0.1,25,0.0208673385632994,10,4.5,"sesonality2",0,36.7010534684436,0.300904132321922
0.85,0.1,25,0.0257491072898182,10,4.5,"sesonality2",0,29.7429071903631,0.287614427416964
0.95,0.1,25,0.0306895064457783,10,4.5,"sesonality2",0,24.9548916568229,0.300904132321922
0.75,0.4,25,0.0255285036884716,10,4.5,"sesonality2",0,29.9999294005475,0.17938386441634
0.85,0.4,25,0.029825856398676,10,4.5,"sesonality2",0,25.6774959994028,0.17938386441634
0.95,0.4,25,0.0337053440104219,10,4.5,"sesonality2",0,22.7220142930141,0.17938386441634
0.75,0.1,35,0.0232554368239966,10,4.5,"sesonality2",0,32.93222630699,0.320739427879297
0.85,0.1,35,0.0288455585010509,10,4.5,"sesonality2",0,26.5501293146348,0.320021331650414
0.95,0.1,35,0.0343530112708903,10,4.5,"sesonality2",0,22.2936295836379,0.320739427879297
0.75,0.4,35,0.0280893434130827,10,4.5,"sesonality2",0,27.2649060212303,0.197522821342399
0.85,0.4,35,0.0332225568663665,10,4.5,"sesonality2",0,23.0522085171322,0.197522821342399
0.95,0.4,35,0.0378139752279769,10,4.5,"sesonality2",0,20.2531816276524,0.197522821342399
0.75,0.1,45,0.0248249866861275,10,4.5,"sesonality2",0,30.850099459821,0.349019674259835
0.85,0.1,45,0.0309360645446574,10,4.5,"sesonality2",0,24.7560030543066,0.348283340847998
0.95,0.1,45,0.0369291035229757,10,4.5,"sesonality2",0,20.7384754920813,0.349019674259835
0.75,0.4,45,0.0297311103751928,10,4.5,"sesonality2",0,25.759324111715,0.221514478633562
0.85,0.4,45,0.0355070479664135,10,4.5,"sesonality2",0,21.5690504341615,0.221514478633562
0.95,0.4,45,0.04073962795637,10,4.5,"sesonality2",0,18.7987310334781,0.221514478633562
0.75,0.1,55,0.0258025063939303,10,4.5,"sesonality2",0,29.6813533020157,0.369993459583761
0.85,0.1,55,0.0322518587690137,10,4.5,"sesonality2",0,23.7460207748264,0.371642089396336
0.95,0.1,55,0.0386386827004929,10,4.5,"sesonality2",0,19.8208959216406,0.369993459583761
0.75,0.4,55,0.0307675506161185,10,4.5,"sesonality2",0,24.8915917263349,0.239750691757973
0.85,0.4,55,0.0369907262825789,10,4.5,"sesonality2",0,20.7039273169516,0.239750691757973
0.95,0.4,55,0.042769740420208,10,4.5,"sesonality2",0,17.9064287234699,0.239750691757973
0.75,0.1,65,0.0264356718338427,10,4.5,"sesonality2",0,28.9704499726512,0.392666824004721
0.85,0.1,65,0.0330697983729682,10,4.5,"sesonality2",0,23.158693007992,0.389195095846567
0.95,0.1,65,0.0397657035515821,10,4.5,"sesonality2",0,19.2591414197498,0.392666824004721
0.75,0.4,65,0.0314996481573426,10,4.5,"sesonality2",0,24.3130750073868,0.259023733939406
0.85,0.4,65,0.0379943905998243,10,4.5,"sesonality2",0,20.1570099234413,0.259023733939406
0.95,0.4,65,0.0442184965552724,10,4.5,"sesonality2",0,17.319750059762,0.259023733939406
0.75,0.1,75,0.0269746799221574,10,4.5,"sesonality2",0,28.3915624046638,0.403213198580104
0.85,0.1,75,0.0336874126625472,10,4.5,"sesonality2",0,22.7341089096825,0.404051611972265
0.95,0.1,75,0.0406290515149952,10,4.5,"sesonality2",0,18.8498938517703,0.403213198580104
0.75,0.4,75,0.0321892664425019,10,4.5,"sesonality2",0,23.7921951319944,0.269816831458165
0.85,0.4,75,0.0388177266398417,10,4.5,"sesonality2",0,19.7294734815745,0.269816831458165
0.95,0.4,75,0.0453959272774294,10,4.5,"sesonality2",0,16.8705290163011,0.269816831458165
0.75,0.1,85,0.0275972276170663,10,4.5,"sesonality2",0,27.7510958340669,0.416729658717064
0.85,0.1,85,0.0343300313752021,10,4.5,"sesonality2",0,22.3085525319086,0.41792667401609
0.95,0.1,85,0.0414781247875891,10,4.5,"sesonality2",0,18.4640292269172,0.416729658717064
0.75,0.4,85,0.0330036435569505,10,4.5,"sesonality2",0,23.2051139152022,0.280366876622461
0.85,0.4,85,0.0396697825729452,10,4.5,"sesonality2",0,19.3057097539546,0.280366876622461
0.95,0.4,85,0.046528944025358,10,4.5,"sesonality2",0,16.4597182334157,0.280366876622461
0.75,0.1,95,0.0283170517648831,10,4.5,"sesonality2",0,27.0456583797867,0.427181806665598
0.85,0.1,95,0.035041789376695,10,4.5,"sesonality2",0,21.8554281039399,0.428805126172194
0.95,0.1,95,0.0423731746694305,10,4.5,"sesonality2",0,18.0740129652896,0.427181806665598
0.75,0.4,95,0.0339468921796313,10,4.5,"sesonality2",0,22.5603364308939,0.293994164810167
0.85,0.4,95,0.0405848060897709,10,4.5,"sesonality2",0,18.870443945494,0.293994164810167
0.95,0.4,95,0.0476662487254519,10,4.5,"sesonality2",0,16.0669934982072,0.293994164810167
0.75,0.1,105,0.0290480651892603,10,4.5,"sesonality2",0,26.3650368231382,0.436953537685843
0.85,0.1,105,0.0357559018257614,10,4.5,"sesonality2",0,21.4189341968711,0.439110786591553
0.95,0.1,105,0.0432577692379539,10,4.5,"sesonality2",0,17.7044106029354,0.436953537685843
0.75,0.4,105,0.0349236893889016,10,4.5,"sesonality2",0,21.9293356961062,0.30313192947885
0.85,0.4,105,0.0414903230445918,10,4.5,"sesonality2",0,18.4586007569202,0.30313192947885
0.95,0.4,105,0.0487467261248135,10,4.5,"sesonality2",0,15.7108665389105,0.30313192947885
0.75,0.1,115,0.0297303010091718,10,4.5,"sesonality2",0,25.7600253734229,NA
0.85,0.1,115,0.0364285822264862,10,4.5,"sesonality2",0,21.0234179193209,NA
0.95,0.1,115,0.0440929772393177,10,4.5,"sesonality2",0,17.369054128485,NA
0.75,0.4,115,0.0358790110159956,10,4.5,"sesonality2",0,21.3454408766822,NA
0.85,0.4,115,0.0423532276502373,10,4.5,"sesonality2",0,18.0825252488513,NA
0.95,0.4,115,0.0497434088101503,10,4.5,"sesonality2",0,15.3960761169124,NA
0.75,0.1,125,0.0303513510040676,10,4.5,"sesonality2",0,25.2329231820069,NA
0.85,0.1,125,0.0370660023338582,10,4.5,"sesonality2",0,20.6618804331157,NA
0.95,0.1,125,0.0448889108519467,10,4.5,"sesonality2",0,17.0610802049022,NA
0.75,0.4,125,0.0368063532268717,10,4.5,"sesonality2",0,20.8076389322001,NA
0.85,0.4,125,0.0431917851860586,10,4.5,"sesonality2",0,17.7314576153006,NA
0.95,0.4,125,0.0506796847530006,10,4.5,"sesonality2",0,15.1116430989722,NA
0.75,0.1,135,0.0308318235249682,10,4.5,"sesonality2",0,24.8397019960744,NA
0.85,0.1,135,0.0376083987120787,10,4.5,"sesonality2",0,20.3638903697805,NA
0.95,0.1,135,0.0455982213342029,10,4.5,"sesonality2",0,16.7956838215815,NA
0.75,0.4,135,0.037607166206142,10,4.5,"sesonality2",0,20.3645577589594,NA
0.85,0.4,135,0.0439330009891714,10,4.5,"sesonality2",0,17.4323012567371,NA
0.95,0.4,135,0.0514978484797679,10,4.5,"sesonality2",0,14.8715593168256,NA
0.75,0.1,145,0.0310972786375346,10,4.5,"sesonality2",0,24.6276633168594,NA
0.85,0.1,145,0.0379940165721459,10,4.5,"sesonality2",0,20.1572083567818,NA
0.95,0.1,145,0.0461697594516011,10,4.5,"sesonality2",0,16.5877690820242,NA
0.75,0.4,145,0.0381702016545563,10,4.5,"sesonality2",0,20.0641672078865,NA
0.85,0.4,145,0.0444842040051447,10,4.5,"sesonality2",0,17.2162979080663,NA
0.95,0.4,145,0.0521207635746273,10,4.5,"sesonality2",0,14.693823647829,NA
0.75,0.1,155,0.0312026885691076,10,4.5,"sesonality2",0,24.5444653482201,NA
0.85,0.1,155,0.0382781049757311,10,4.5,"sesonality2",0,20.0076077131124,NA
0.95,0.1,155,0.0466550112854575,10,4.5,"sesonality2",0,16.4152421627317,NA
0.75,0.4,155,0.0385104633378248,10,4.5,"sesonality2",0,19.8868889641104,NA
0.85,0.4,155,0.0448667978839117,10,4.5,"sesonality2",0,17.0694888977219,NA
0.95,0.4,155,0.0525728794127897,10,4.5,"sesonality2",0,14.5674598178743,NA
0.75,0.1,5,0.011942146835593,10,4.5,"sesonality3",0,64.1302873678604,0.191759494732564
0.85,0.1,5,0.0147808820600457,10,4.5,"sesonality3",0,51.8137757438678,NA
0.95,0.1,5,0.0185554955256743,10,4.5,"sesonality3",0,41.2736651142564,0.191759494732564
0.75,0.4,5,0.0142880180939769,10,4.5,"sesonality3",0,53.6010875209215,0.106411022999725
0.85,0.4,5,0.0165452303325683,10,4.5,"sesonality3",0,46.2884645883852,0.106411022999725
0.95,0.4,5,0.0198893082518666,10,4.5,"sesonality3",0,38.5057790174221,0.106411022999725
0.75,0.1,15,0.0135893660247483,10,4.5,"sesonality3",0,56.3568092110426,0.23117635207289
0.85,0.1,15,0.0167900261615396,10,4.5,"sesonality3",0,45.6135863629613,0.241461869011354
0.95,0.1,15,0.0208055760196356,10,4.5,"sesonality3",0,36.8100026470297,0.23117635207289
0.75,0.4,15,0.0159683206941294,10,4.5,"sesonality3",0,47.9607920598264,0.136388439334997
0.85,0.4,15,0.0186288233866956,10,4.5,"sesonality3",0,41.1112013066121,0.136388439334997
0.95,0.4,15,0.0222390824587939,10,4.5,"sesonality3",0,34.4372709519285,0.136388439334997
0.75,0.1,25,0.0152951584204838,10,4.5,"sesonality3",0,50.0716166058215,0.277553140943541
0.85,0.1,25,0.0188481610587567,10,4.5,"sesonality3",0,40.6327867195274,0.281728069811674
0.95,0.1,25,0.0230953638903328,10,4.5,"sesonality3",0,33.1604780938886,0.277553140943541
0.75,0.4,25,0.0177398573425877,10,4.5,"sesonality3",0,43.1713341074731,0.156670937542734
0.85,0.4,25,0.0208119676161837,10,4.5,"sesonality3",0,36.7986978684431,0.156670937542734
0.95,0.4,25,0.0246865719072735,10,4.5,"sesonality3",0,31.0230724311349,0.156670937542734
0.75,0.1,35,0.0168713152028551,10,4.5,"sesonality3",0,45.3938118722459,0.309805441117775
0.85,0.1,35,0.0207419521309334,10,4.5,"sesonality3",0,36.922913693047,0.319898323302595
